Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 0.573310, 595, 0, 0.000000
1, 500, 0.607707, 670, 0, 0.000000
2, 501, 0.556328, 734, 0, 0.000000
3, 502, 0.512386, 561, 0, 0.000000
4, 503, 0.528318, 660, 0, 0.000000
5, 504, 0.520272, 727, 0, 0.000000
6, 504, 0.523199, 690, 0, 0.000000
7, 505, 0.513784, 620, 0, 0.000000
8, 506, 0.521489, 609, 0, 0.000000
9, 506, 0.492197, 590, 0, 0.000000
10, 506, 0.471379, 625, 0, 0.000000
11, 507, 0.452866, 620, 0, 0.000000
12, 507, 0.437322, 598, 0, 0.000000
13, 507, 0.417462, 580, 0, 0.000000
14, 508, 0.411298, 532, 0, 0.000000
15, 508, 0.428018, 639, 0, 0.000000
16, 509, 0.381391, 590, 0, 0.000000
17, 509, 0.389482, 678, 0, 0.000000
18, 509, 0.387672, 644, 0, 0.000000
19, 510, 0.397688, , 1, 0.000000
