Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 27.973893, 434, 0
1, 501, 17.605294, 487, 0
2, 501, 14.076954, 611, 0
3, 502, 10.230130, 549, 0
4, 503, 9.886282, 556, 0
5, 503, 9.879960, 646, 0
6, 503, 9.623248, 527, 0
7, 503, 9.815309, 604, 0
8, 503, 9.731153, 503, 0
9, 503, 9.633613, 510, 0
10, 503, 9.182663, 559, 0
11, 504, 9.026508, 524, 0
12, 504, 7.267583, 598, 0
13, 504, 8.309555, 466, 0
14, 504, 7.807193, 539, 0
15, 504, 9.295401, 464, 0
16, 504, 7.558638, 538, 0
17, 505, 9.042273, 506, 0
18, 506, 8.203123, 480, 0
19, 507, 7.949922, 603, 0
20, 507, 7.203204, 495, 0
21, 508, 7.521000, 564, 0
22, 509, 7.695489, 564, 0
23, 510, 8.646151, 431, 0
24, 511, 8.789313, 494, 0
25, 512, 8.907216, 455, 0
26, 512, 8.011350, 391, 0
27, 512, 7.560235, 432, 0
28, 512, 8.550505, 434, 0
29, 512, 9.123740, 535, 0
30, 512, 7.291940, 493, 0
31, 512, 8.035644, 422, 0
32, 512, 8.452392, 483, 0
33, 513, 8.406871, 476, 0
34, 514, 8.154722, 496, 0
35, 514, 9.608196, 552, 0
36, 515, 7.674170, 435, 0
37, 515, 7.744914, 488, 0
38, 516, 6.618178, 560, 0
39, 516, 7.470363, 532, 0
40, 516, 7.524418, 583, 0
41, 516, 7.711392, 728, 0
42, 517, 6.656346, 598, 0
43, 517, 7.460586, 557, 0
44, 517, 8.029041, 634, 0
45, 517, 7.328218, 569, 0
46, 517, 7.215638, 522, 0
47, 517, 7.658731, 535, 0
48, 517, 7.158222, 479, 0
49, 517, 7.084046, 544, 0
50, 517, 6.043453, 595, 0
51, 517, 6.439615, 528, 0
52, 518, 6.685579, 591, 0
53, 519, 7.181701, 457, 0
54, 519, 6.173003, 499, 0
55, 520, 6.484631, 560, 0
56, 521, 7.519828, 601, 0
57, 522, 7.453183, 515, 0
58, 523, 6.894289, 633, 0
59, 523, 6.620178, 504, 0
60, 523, 6.550899, 573, 0
61, 523, 6.640740, 688, 0
62, 523, 6.764275, 566, 0
63, 523, 7.027907, 590, 0
64, 523, 6.355934, 559, 0
65, 523, 6.152482, 621, 0
66, 523, 6.857535, 636, 0
67, 524, 6.950237, 663, 0
68, 525, 5.781228, 653, 0
69, 526, 6.319046, 625, 0
70, 526, 5.380228, 663, 0
71, 526, 6.281235, 662, 0
72, 527, 5.946304, 602, 0
73, 528, 5.804016, 675, 0
74, 528, 6.659030, 677, 0
75, 529, 6.380164, 604, 0
76, 529, 6.573001, 778, 0
77, 529, 5.844814, 749, 0
78, 529, 6.240315, 711, 0
79, 529, 6.627941, 631, 0
80, 529, 6.392890, 821, 0
81, 529, 5.878178, 695, 0
82, 529, 6.289294, 814, 0
83, 529, 5.997351, 785, 0
84, 529, 5.875675, 697, 0
85, 529, 5.465360, 698, 0
86, 529, 5.701103, 680, 0
87, 530, 5.170786, 848, 0
88, 531, 5.599161, 726, 0
89, 532, 5.175640, 664, 0
90, 532, 5.630771, 691, 0
91, 532, 6.048376, 757, 0
92, 532, 5.596352, 759, 0
93, 533, 5.370855, 768, 0
94, 533, 5.919818, 761, 0
95, 533, 5.459873, 714, 0
96, 534, 5.449677, 787, 0
97, 534, 5.753106, 660, 0
98, 534, 6.056905, 843, 0
99, 534, 6.363906, 740, 0
100, 535, 5.750686, 840, 0
101, 536, 5.418001, 751, 0
102, 537, 5.887910, 910, 0
103, 537, 5.391015, 855, 0
104, 538, 5.486644, 708, 0
105, 538, 5.079952, 845, 0
106, 538, 5.502804, 693, 0
107, 538, 5.686113, 802, 0
108, 538, 5.203545, 772, 0
109, 538, 5.589950, 895, 0
110, 539, 6.011627, 774, 0
111, 539, 5.072596, 778, 0
112, 539, 6.086459, 769, 0
113, 540, 5.419617, 755, 0
114, 541, 5.947002, 865, 0
115, 541, 4.402580, 747, 0
116, 542, 5.140216, 931, 0
117, 542, 5.615426, 742, 0
118, 543, 5.656724, 826, 0
119, 543, 6.317509, 717, 0
120, 544, 5.526105, 786, 0
121, 545, 5.228609, 859, 0
122, 546, 4.750284, 759, 0
123, 546, 5.258715, 921, 0
124, 547, 4.866106, 717, 0
125, 548, 5.486299, 796, 0
126, 549, 5.809261, 801, 0
127, 550, 5.174357, 910, 0
128, 550, 5.544200, 875, 0
129, 551, 5.063948, 802, 0
130, 551, 5.253517, 863, 0
131, 551, 5.418650, 939, 0
132, 552, 5.423260, 871, 0
133, 552, 5.015811, 961, 0
134, 552, 4.613165, 785, 0
135, 553, 5.060286, 894, 0
136, 554, 5.253118, 813, 0
137, 554, 5.780475, 882, 0
138, 555, 5.074856, 813, 0
139, 555, 6.230672, 882, 0
140, 555, 4.660313, 910, 0
141, 555, 5.367639, 852, 0
142, 556, 4.889576, 889, 0
143, 556, 5.231639, 778, 0
144, 556, 5.342538, 905, 0
145, 557, 5.282044, 654, 0
146, 557, 6.249572, 806, 0
147, 557, 5.655917, 758, 0
148, 558, 5.838749, 900, 0
149, 558, 4.985507, 796, 0
150, 559, 5.331120, 829, 0
151, 560, 6.089045, 834, 0
152, 561, 5.886299, 665, 0
153, 562, 5.042934, 781, 0
154, 562, 6.158083, 685, 0
155, 562, 5.870269, 767, 0
156, 562, 6.371451, 682, 0
157, 563, 4.969615, 754, 0
158, 563, 5.902450, 883, 0
159, 564, 6.205292, 776, 0
160, 565, 6.071947, 841, 0
161, 565, 5.358113, 804, 0
162, 566, 6.045232, 879, 0
163, 566, 6.671072, 782, 0
164, 566, 6.018823, 714, 0
165, 566, 5.991482, 827, 0
166, 567, 6.111431, 717, 0
167, 568, 5.722080, 781, 0
168, 568, 5.424802, 725, 0
169, 569, 6.609023, 730, 0
170, 569, 5.576192, 891, 0
171, 570, 5.404277, 800, 0
172, 570, 6.680716, 854, 0
173, 571, 6.532501, 769, 0
174, 571, 5.420124, 929, 0
175, 571, 5.199025, 856, 0
176, 571, 5.529054, 820, 0
177, 572, 5.418371, 822, 0
178, 573, 5.744038, 939, 0
179, 574, 5.931120, 941, 0
180, 574, 5.623145, 861, 0
181, 574, 5.365731, 831, 0
182, 574, 6.242115, 844, 0
183, 574, 5.901585, 744, 0
184, 575, 5.640383, 872, 0
185, 575, 5.668289, 809, 0
186, 576, 5.565193, 767, 0
187, 577, 5.498163, 870, 0
188, 578, 5.672062, 721, 0
189, 579, 5.367211, 785, 0
190, 579, 5.317867, 762, 0
191, 580, 5.603044, 707, 0
192, 580, 5.458348, 846, 0
193, 580, 5.680658, 737, 0
194, 581, 5.360325, 754, 0
195, 581, 6.061015, 768, 0
196, 581, 5.196599, 746, 0
197, 581, 5.444023, 820, 0
198, 581, 5.930796, 809, 0
