Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 0.327832, 467, 0
1, 500, 0.376024, 508, 0
2, 500, 0.387159, 530, 0
3, 501, 0.317777, 534, 0
4, 501, 0.343736, 477, 0
5, 502, 0.363497, 511, 0
6, 503, 0.376806, 458, 0
7, 504, 0.384489, 541, 0
8, 505, 0.380699, 610, 0
9, 506, 0.382274, 566, 0
10, 507, 0.378772, 569, 0
11, 507, 0.372584, 566, 0
12, 508, 0.361396, 596, 0
13, 509, 0.363606, 498, 0
14, 510, 0.369194, 577, 0
15, 511, 0.374760, 668, 0
16, 512, 0.355474, 665, 0
17, 512, 0.362653, 615, 0
18, 513, 0.365068, 638, 0
19, 513, 0.364849, 748, 0
20, 513, 0.363083, 691, 0
21, 514, 0.360813, 709, 0
22, 515, 0.366853, 726, 0
23, 516, 0.354408, 685, 0
24, 516, 0.357376, 600, 0
25, 516, 0.357973, 535, 0
26, 517, 0.342334, 655, 0
27, 518, 0.346943, 546, 0
28, 518, 0.345820, 581, 0
29, 518, 0.341057, 479, 0
30, 518, 0.344320, 471, 0
31, 519, 0.343177, 688, 0
32, 519, 0.356355, 518, 0
33, 519, 0.343413, 728, 0
34, 519, 0.336278, 677, 0
35, 519, 0.386094, 739, 0
36, 519, 0.336405, 724, 0
37, 519, 0.439683, 753, 0
38, 520, 0.324749, 692, 0
39, 521, 0.315511, 739, 0
40, 521, 0.351501, 820, 0
41, 522, 0.370878, 870, 0
42, 522, 0.373824, 752, 0
43, 523, 0.356321, 755, 0
44, 523, 0.352412, 762, 0
45, 523, 0.341612, 855, 0
46, 524, 0.348879, 822, 0
47, 525, 0.285263, 838, 0
48, 526, 0.322185, 1002, 0
49, 526, 0.318685, 954, 0
50, 527, 0.249973, 1088, 0
51, 527, 0.276586, 1021, 0
52, 527, 0.350451, 938, 0
53, 527, 0.261949, 918, 0
54, 527, 0.268870, 956, 0
55, 527, 0.246697, 920, 0
56, 527, 0.310687, 1066, 0
57, 528, 0.253099, 935, 0
58, 528, 0.277786, 1005, 0
59, 529, 0.259730, 1011, 0
60, 529, 0.265016, 1071, 0
61, 529, 0.238048, 996, 0
62, 530, 0.248280, 1089, 0
63, 530, 0.296844, 1023, 0
64, 530, 0.234888, 1027, 0
65, 530, 0.217893, 906, 0
66, 530, 0.223723, 973, 0
67, 531, 0.178989, 953, 0
68, 531, 0.219332, 895, 0
69, 531, 0.226978, 883, 0
70, 531, 0.219931, 1106, 0
71, 531, 0.185637, 899, 0
72, 531, 0.200771, 855, 0
73, 531, 0.224845, 882, 0
74, 531, 0.218499, 928, 0
75, 531, 0.232034, 950, 0
76, 532, 0.198696, 939, 0
77, 532, 0.229417, 922, 0
78, 532, 0.237303, 938, 0
79, 532, 0.218163, 901, 0
80, 532, 0.234626, 962, 0
81, 532, 0.241973, 1055, 0
82, 533, 0.210805, 1032, 0
83, 534, 0.195456, 878, 0
84, 535, 0.235948, 954, 0
85, 536, 0.232393, 973, 0
86, 536, 0.209235, 1027, 0
87, 536, 0.237810, 1029, 0
88, 537, 0.229576, 932, 0
89, 538, 0.246381, 1130, 0
90, 538, 0.236396, 1087, 0
91, 538, 0.231277, 1072, 0
92, 539, 0.194182, 1148, 0
93, 539, 0.242355, 1040, 0
94, 539, 0.234389, 1012, 0
95, 540, 0.186770, 1031, 0
96, 540, 0.232358, 1069, 0
97, 540, 0.213484, 1062, 0
98, 540, 0.232345, 1144, 0
99, 541, 0.226900, 1018, 0
100, 541, 0.232953, 995, 0
101, 542, 0.229454, 1032, 0
102, 542, 0.237984, 1048, 0
103, 542, 0.236970, 1006, 0
104, 542, 0.193559, 1054, 0
105, 542, 0.222884, 1047, 0
106, 543, 0.216066, 1113, 0
107, 544, 0.221725, 1132, 0
108, 545, 0.205034, 1047, 0
109, 546, 0.237455, 1055, 0
110, 546, 0.216050, 1186, 0
111, 546, 0.216497, 1136, 0
112, 546, 0.232044, 1034, 0
113, 547, 0.218419, 1111, 0
114, 548, 0.222581, 1151, 0
115, 549, 0.235447, 1113, 0
116, 550, 0.228868, 1034, 0
117, 550, 0.224998, 1163, 0
118, 551, 0.166787, 1104, 0
119, 551, 0.240350, 1200, 0
120, 551, 0.224205, 1114, 0
121, 552, 0.229144, 1178, 0
122, 552, 0.232512, 1223, 0
123, 553, 0.237204, 1152, 0
