Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 0.000000, 335, 0
1, 500, 0.509647, 399, 0
2, 500, 0.349717, 389, 0
3, 501, 0.235929, 338, 0
4, 501, 0.170146, 288, 0
5, 501, 0.215851, 328, 0
6, 502, 0.199179, 317, 0
7, 502, 0.351826, 312, 0
8, 503, 0.309725, 216, 0
9, 503, 0.226437, 289, 0
10, 504, 0.138538, 278, 0
11, 504, 0.127014, 311, 0
12, 505, 0.100670, 276, 0
13, 506, 0.131890, 301, 0
14, 506, 0.133667, 278, 0
15, 506, 0.132561, 311, 0
16, 506, 0.117392, 300, 0
17, 507, 0.100921, 427, 0
18, 508, 0.090982, 313, 0
19, 509, 0.074794, 392, 0
20, 509, 0.069757, 347, 0
21, 509, 0.071047, 378, 0
22, 510, 0.058866, 332, 0
23, 511, 0.054161, 432, 0
24, 512, 0.059487, 381, 0
25, 512, 0.048131, 332, 0
26, 513, 0.043996, 381, 0
27, 514, 0.048507, 379, 0
28, 514, 0.044392, 396, 0
29, 514, 0.040190, 488, 0
30, 515, 0.043221, 393, 0
31, 515, 0.037421, 436, 0
32, 516, 0.031033, 417, 0
33, 516, 0.034377, 401, 0
34, 516, 0.034975, 493, 0
35, 516, 0.030707, 465, 0
36, 516, 0.033666, 368, 0
37, 516, 0.029560, 437, 0
38, 516, 0.032288, 404, 0
39, 517, 0.027844, 467, 0
40, 517, 0.028624, 442, 0
41, 517, 0.027154, 454, 0
42, 517, 0.024811, 404, 0
43, 517, 0.022481, 475, 0
44, 518, 0.022751, 540, 0
45, 519, 0.020719, 487, 0
46, 520, 0.022094, 405, 0
47, 520, 0.022500, 450, 0
48, 521, 0.019044, 517, 0
49, 521, 0.023766, 508, 0
50, 521, 0.023482, 474, 0
51, 522, 0.021960, 498, 0
52, 522, 0.027061, 464, 0
53, 523, 0.031945, 435, 0
54, 524, 0.032768, 480, 0
55, 524, 0.027861, 461, 0
56, 525, 0.024076, 469, 0
57, 525, 0.026349, 419, 0
58, 526, 0.022374, 460, 0
59, 527, 0.026235, 564, 0
60, 527, 0.027643, 499, 0
61, 527, 0.023868, 478, 0
62, 527, 0.024205, 419, 0
63, 528, 0.023604, 450, 0
64, 529, 0.024062, 433, 0
65, 529, 0.020512, 566, 0
66, 529, 0.022621, 482, 0
67, 530, 0.023904, 448, 0
68, 530, 0.017641, 491, 0
69, 530, 0.019985, 488, 0
70, 531, 0.018304, 575, 0
71, 531, 0.018488, 523, 0
72, 531, 0.018609, 520, 0
73, 531, 0.018569, 551, 0
74, 531, 0.018121, 588, 0
75, 532, 0.016371, 516, 0
76, 532, 0.016955, 563, 0
77, 532, 0.014320, 534, 0
78, 532, 0.017699, 566, 0
79, 532, 0.016346, 586, 0
80, 533, 0.016142, 562, 0
81, 533, 0.016065, 551, 0
82, 534, 0.016885, 528, 0
83, 534, 0.018816, 575, 0
84, 535, 0.017074, 454, 0
85, 535, 0.016992, 487, 0
86, 536, 0.016456, 500, 0
87, 536, 0.016598, 555, 0
88, 537, 0.015082, 502, 0
89, 537, 0.014559, 530, 0
90, 537, 0.016485, 489, 0
91, 538, 0.016060, 547, 0
92, 538, 0.017227, 552, 0
93, 539, 0.015740, 563, 0
94, 540, 0.016401, 523, 0
95, 540, 0.015300, 550, 0
96, 540, 0.013511, 528, 0
97, 541, 0.015053, 612, 0
98, 542, 0.013778, 608, 0
99, 543, 0.014561, 529, 0
100, 544, 0.012850, 544, 0
101, 544, 0.014139, 632, 0
102, 545, 0.013636, 567, 0
103, 546, 0.014461, 592, 0
104, 546, 0.013601, 626, 0
105, 547, 0.010385, 612, 0
106, 547, 0.013416, 591, 0
107, 547, 0.013629, 568, 0
108, 547, 0.011699, 577, 0
109, 547, 0.011205, 644, 0
110, 547, 0.012646, 616, 0
111, 548, 0.012992, 565, 0
112, 549, 0.013212, 548, 0
113, 549, 0.013637, 664, 0
114, 550, 0.013365, 530, 0
115, 551, 0.012956, 555, 0
116, 552, 0.013636, 517, 0
117, 552, 0.015474, 491, 0
118, 553, 0.015276, 559, 0
119, 554, 0.015499, 521, 0
120, 555, 0.015254, 531, 0
121, 555, 0.015271, 559, 0
122, 555, 0.011582, 677, 0
123, 555, 0.010758, 589, 0
124, 556, 0.010299, 570, 0
125, 556, 0.011445, 636, 0
126, 557, 0.009458, 644, 0
127, 557, 0.012312, 584, 0
128, 557, 0.010968, 556, 0
129, 557, 0.013063, 600, 0
130, 557, 0.011892, 628, 0
131, 557, 0.012508, 535, 0
132, 557, 0.013748, 559, 0
133, 558, 0.012819, 569, 0
134, 558, 0.012511, 624, 0
135, 558, 0.011682, 572, 0
136, 559, 0.010872, 597, 0
137, 560, 0.012419, 558, 0
138, 560, 0.011379, 587, 0
139, 560, 0.013135, 545, 0
140, 560, 0.013710, 455, 0
141, 560, 0.013097, 513, 0
142, 561, 0.013298, 580, 0
143, 562, 0.014806, 522, 0
144, 562, 0.014635, 501, 0
145, 562, 0.011921, 496, 0
146, 562, 0.011509, 513, 0
147, 563, 0.012558, 612, 0
148, 563, 0.011716, 514, 0
149, 564, 0.011745, 521, 0
150, 565, 0.012862, 533, 0
151, 565, 0.012013, 516, 0
152, 566, 0.011455, 630, 0
153, 567, 0.011819, 505, 0
154, 567, 0.012981, 472, 0
155, 567, 0.013027, 517, 0
156, 567, 0.013536, 548, 0
157, 568, 0.015179, 460, 0
158, 568, 0.014961, 486, 0
159, 569, 0.013995, 472, 0
160, 570, 0.013397, 511, 0
161, 570, 0.013108, 470, 0
162, 570, 0.014740, 525, 0
163, 570, 0.013641, 469, 0
164, 570, 0.013986, 497, 0
165, 571, 0.013876, 459, 0
166, 571, 0.011252, 488, 0
167, 571, 0.012392, 608, 0
168, 572, 0.012317, 488, 0
169, 572, 0.011753, 488, 0
170, 572, 0.014593, 512, 0
171, 572, 0.012450, 489, 0
172, 572, 0.012683, 473, 0
173, 572, 0.015407, 479, 0
174, 572, 0.013831, 473, 0
175, 572, 0.014119, 461, 0
176, 572, 0.014001, 507, 0
177, 573, 0.012232, 493, 0
178, 573, 0.012190, 492, 0
179, 573, 0.012674, 475, 0
180, 574, 0.013176, 472, 0
181, 575, 0.013841, 521, 0
182, 576, 0.012073, 469, 0
183, 577, 0.010530, 423, 0
184, 577, 0.012353, 472, 0
185, 577, 0.011545, 469, 0
186, 578, 0.010920, 561, 0
187, 579, 0.012039, 486, 0
188, 580, 0.012508, 503, 0
189, 580, 0.011700, 504, 0
190, 581, 0.011400, 547, 0
191, 582, 0.010382, 541, 0
192, 582, 0.013033, 498, 0
193, 582, 0.012276, 510, 0
194, 582, 0.012721, 501, 0
195, 583, 0.012933, 554, 0
196, 583, 0.011415, 473, 0
197, 583, 0.011881, 466, 0
