Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 23.509445, 372, 0
1, 500, 18.642390, 414, 0
2, 500, 18.056137, 345, 0
3, 501, 17.941587, 329, 0
4, 502, 17.793447, 341, 0
5, 502, 18.003657, 297, 0
6, 502, 16.892093, 412, 0
7, 503, 15.655387, 352, 0
8, 503, 15.669825, 353, 0
9, 504, 15.543105, 382, 0
10, 505, 16.211540, 382, 0
11, 505, 15.696449, 389, 0
12, 506, 16.118635, 451, 0
13, 507, 16.160222, 343, 0
14, 507, 15.501747, 458, 0
15, 507, 15.081632, 356, 0
16, 507, 15.865448, 460, 0
17, 508, 15.257755, 541, 0
18, 508, 14.999649, 383, 0
19, 508, 15.046324, 525, 0
20, 508, 14.817478, 450, 0
21, 508, 14.363569, 471, 0
22, 509, 14.200538, 403, 0
23, 510, 15.336058, 385, 0
24, 510, 15.128121, 550, 0
25, 511, 15.068397, 448, 0
26, 511, 14.857168, 448, 0
27, 511, 14.407927, 466, 0
28, 511, 15.113223, 515, 0
29, 511, 14.768401, 400, 0
30, 511, 13.561792, 402, 0
31, 512, 12.784742, 402, 0
32, 512, 12.054417, 396, 0
33, 512, 10.215843, 342, 0
34, 512, 10.057846, 452, 0
35, 513, 9.400911, 410, 0
36, 514, 9.206995, 415, 0
37, 514, 9.400990, 410, 0
38, 514, 9.004660, 355, 0
39, 514, 9.029343, 503, 0
40, 515, 9.442581, 416, 0
41, 515, 8.776654, 484, 0
42, 515, 8.617190, 416, 0
43, 516, 8.286657, 431, 0
44, 517, 8.610856, 487, 0
45, 518, 8.404028, 404, 0
46, 518, 8.323736, 505, 0
47, 519, 8.313793, 468, 0
48, 519, 8.018278, 500, 0
49, 520, 8.087676, 518, 0
50, 520, 8.198545, 453, 0
51, 520, 7.557141, 466, 0
52, 521, 8.146177, 496, 0
53, 521, 7.538961, 460, 0
54, 521, 7.609907, 487, 0
55, 521, 7.689045, 533, 0
56, 521, 7.815160, 473, 0
57, 522, 7.106286, 525, 0
58, 523, 7.659660, 502, 0
59, 523, 7.351498, 556, 0
60, 524, 7.738298, 425, 0
61, 525, 7.133412, 523, 0
62, 525, 7.314782, 449, 0
63, 525, 7.434691, 495, 0
64, 525, 7.354790, 484, 0
65, 526, 7.764863, 549, 0
66, 526, 7.568416, 502, 0
67, 526, 6.789046, 556, 0
68, 526, 7.156740, 469, 0
69, 526, 6.858188, 536, 0
70, 526, 7.528341, 548, 0
71, 526, 6.975775, 489, 0
72, 527, 6.853872, 559, 0
73, 528, 7.192894, 482, 0
74, 528, 8.582618, 555, 0
75, 529, 7.240954, 536, 0
76, 530, 7.331576, 570, 0
77, 530, 6.380531, 471, 0
78, 530, 6.936869, 529, 0
79, 530, 7.387748, 537, 0
80, 531, 7.371790, 521, 0
81, 531, 7.422217, 542, 0
82, 531, 6.521946, 498, 0
83, 532, 7.247837, 563, 0
84, 532, 7.058277, 535, 0
85, 532, 6.713658, 580, 0
86, 532, 7.057278, 493, 0
87, 532, 6.801077, 569, 0
88, 533, 6.104466, 528, 0
89, 534, 6.875609, 556, 0
90, 534, 6.258847, 533, 0
91, 535, 6.769521, 610, 0
92, 535, 6.850957, 569, 0
93, 535, 6.008915, 592, 0
94, 535, 6.300857, 583, 0
95, 536, 6.874370, 646, 0
96, 537, 6.222635, 580, 0
97, 537, 6.318185, 571, 0
98, 537, 6.142512, 640, 0
99, 538, 6.191817, 537, 0
100, 538, 6.398988, 646, 0
101, 539, 6.568430, 594, 0
102, 539, 6.329597, 644, 0
103, 540, 5.368787, 595, 0
104, 540, 6.635995, 605, 0
105, 540, 5.920043, 611, 0
106, 541, 6.635738, 581, 0
107, 541, 6.259736, 684, 0
108, 541, 6.163327, 571, 0
109, 541, 5.591077, 580, 0
110, 542, 6.084711, 640, 0
111, 543, 6.377527, 590, 0
112, 544, 5.555957, 638, 0
113, 545, 7.281879, 613, 0
114, 546, 6.124740, 582, 0
115, 547, 6.012289, 648, 0
116, 548, 6.199635, 562, 0
117, 549, 5.838247, 587, 0
118, 549, 6.623335, 693, 0
119, 550, 6.264507, 610, 0
120, 551, 6.174556, 668, 0
121, 551, 6.433822, 632, 0
122, 552, 5.878168, 628, 0
123, 553, 5.848710, 648, 0
124, 553, 5.969162, 614, 0
125, 553, 6.376908, 590, 0
126, 553, 7.228535, 684, 0
127, 554, 6.218002, 646, 0
128, 555, 6.096383, 677, 0
129, 555, 6.068775, 637, 0
130, 555, 5.694317, 629, 0
131, 555, 5.814362, 717, 0
132, 555, 5.720450, 652, 0
133, 556, 5.655965, 698, 0
134, 557, 5.655830, 790, 0
135, 558, 6.161167, 739, 0
136, 558, 6.121343, 747, 0
137, 559, 6.435202, 716, 0
138, 559, 5.549598, 698, 0
139, 560, 5.853656, 673, 0
140, 560, 5.398828, 702, 0
141, 560, 6.114625, 782, 0
142, 560, 5.807917, 711, 0
143, 560, 6.092897, 685, 0
144, 560, 6.230823, 690, 0
145, 560, 6.522450, 695, 0
146, 561, 5.752109, 715, 0
147, 562, 5.981920, 685, 0
148, 562, 5.888570, 637, 0
149, 563, 6.262960, 709, 0
150, 564, 6.084454, 704, 0
151, 565, 6.692343, 653, 0
152, 565, 5.689696, 705, 0
153, 566, 6.146154, 705, 0
154, 566, 6.222264, 672, 0
155, 566, 6.070840, 668, 0
156, 566, 5.766460, 707, 0
157, 567, 5.774214, 688, 0
158, 567, 6.049886, 618, 0
159, 568, 5.806474, 684, 0
160, 569, 5.759100, 729, 0
161, 569, 5.906977, 684, 0
162, 570, 6.829298, 674, 0
163, 571, 6.186006, 693, 0
164, 571, 5.858422, 618, 0
165, 571, 6.231826, 674, 0
166, 571, 6.065782, 693, 0
167, 571, 6.276524, 700, 0
168, 571, 6.889498, 743, 0
169, 572, 6.302513, 659, 0
170, 572, 5.855162, 665, 0
171, 573, 5.485700, 700, 0
172, 574, 6.000264, 708, 0
173, 574, 6.340835, 674, 0
174, 575, 5.898812, 643, 0
175, 576, 5.378546, 670, 0
176, 576, 6.371222, 671, 0
177, 577, 6.438289, 645, 0
178, 578, 6.856649, 659, 0
179, 579, 6.386207, 646, 0
180, 579, 6.082209, 672, 0
181, 580, 6.621694, 685, 0
182, 581, 6.260544, 700, 0
183, 582, 6.319998, 675, 0
184, 583, 5.994136, 668, 0
185, 583, 5.929474, 664, 0
186, 583, 6.013982, 670, 0
187, 584, 6.536762, 699, 0
188, 584, 5.712277, 677, 0
189, 584, 5.428735, 643, 0
190, 585, 6.169533, 646, 0
191, 585, 5.988716, 660, 0
192, 585, 6.896210, 629, 0
193, 586, 6.184092, 644, 0
194, 586, 5.729534, 681, 0
195, 586, 5.895509, 687, 0
196, 586, 5.449937, 675, 0
197, 586, 5.920385, 698, 0
198, 586, 5.511112, 691, 0
199, 587, 5.618528, 668, 0
200, 588, 6.374481, 677, 0
201, 588, 5.783531, 687, 0
202, 589, 5.368348, 723, 0
203, 590, 5.763634, 742, 0
204, 591, 5.749409, 852, 0
205, 592, 6.033862, 827, 0
206, 592, 5.497034, 745, 0
207, 592, 5.451323, 695, 0
208, 592, 5.917094, 729, 0
209, 592, 5.715471, 703, 0
210, 593, 5.126197, 712, 0
211, 593, 5.022353, 724, 0
212, 593, 5.512342, 705, 0
213, 594, 5.095052, 726, 0
214, 594, 5.628064, 771, 0
215, 594, 6.106345, 713, 0
216, 594, 4.965701, 770, 0
217, 594, 5.176655, 718, 0
218, 594, 5.818506, 732, 0
219, 595, 5.298173, 733, 0
220, 596, 5.293181, 724, 0
221, 597, 5.907495, 752, 0
222, 598, 5.590286, 699, 0
223, 598, 5.931568, 765, 0
224, 598, 5.322139, 758, 0
225, 598, 4.742814, 721, 0
226, 599, 5.060482, 775, 0
227, 599, 5.217133, 758, 0
228, 600, 5.417900, 762, 0
229, 600, 5.324317, 769, 0
230, 601, 5.193520, 730, 0
231, 601, 5.326622, 709, 0
232, 601, 5.405161, 691, 0
233, 602, 5.295147, 704, 0
234, 602, 5.188882, 708, 0
235, 603, 5.680232, 695, 0
236, 603, 6.437614, 675, 0
237, 604, 6.131997, 726, 0
238, 604, 5.442001, 695, 0
239, 604, 5.210632, 690, 0
240, 604, 5.982912, 664, 0
241, 604, 5.916943, 694, 0
242, 604, 5.834475, 715, 0
243, 605, 5.674294, 687, 0
244, 606, 6.073841, 667, 0
245, 607, 5.371942, 699, 0
246, 607, 5.394089, 677, 0
247, 608, 5.568509, 720, 0
248, 608, 5.798111, 662, 0
249, 609, 5.103496, 713, 0
250, 610, 5.250043, 734, 0
251, 611, 5.542278, 738, 0
252, 611, 5.498375, 696, 0
253, 611, 5.719851, 720, 0
254, 611, 5.185400, 699, 0
255, 612, 6.014660, 721, 0
256, 613, 5.422485, 688, 0
257, 614, 5.702575, 699, 0
258, 614, 6.226218, 706, 0
259, 614, 5.262766, 684, 0
260, 615, 6.002686, 726, 0
261, 616, 5.743494, 744, 0
262, 616, 6.338407, 716, 0
263, 617, 5.928037, 696, 0
264, 618, 5.191259, 759, 0
265, 619, 5.567788, 727, 0
266, 620, 5.325271, 747, 0
267, 620, 6.084287, 707, 0
268, 620, 5.012214, 751, 0
269, 621, 5.258416, 749, 0
270, 622, 5.682493, 682, 0
271, 622, 5.361179, 756, 0
272, 622, 5.675142, 725, 0
273, 623, 5.594508, 716, 0
274, 624, 5.631389, 733, 0
275, 624, 5.713363, 807, 0
276, 625, 5.366542, 798, 0
277, 625, 5.812111, 723, 0
278, 626, 6.195896, 721, 0
279, 626, 5.907048, 760, 0
280, 627, 5.428957, 752, 0
281, 628, 5.835257, 787, 0
282, 628, 5.679175, 750, 0
283, 629, 5.595957, 791, 0
284, 630, 5.511425, 834, 0
285, 630, 6.274782, 804, 0
286, 631, 5.050006, 800, 0
287, 632, 5.407346, 789, 0
288, 632, 5.308901, 878, 0
289, 632, 6.115686, 810, 0
290, 633, 5.214466, 817, 0
291, 634, 5.602761, 856, 0
292, 634, 5.962866, 753, 0
293, 634, 5.631811, 788, 0
294, 634, 5.318864, 812, 0
295, 634, 5.724842, 802, 0
296, 635, 5.545366, 762, 0
297, 635, 5.700528, 819, 0
298, 636, 5.108868, 802, 0
299, 637, 5.490974, 800, 0
300, 638, 5.962309, 795, 0
301, 638, 5.763185, 852, 0
302, 638, 5.487439, 831, 0
303, 638, 5.077053, 785, 0
304, 638, 5.550413, 834, 0
305, 639, 5.596943, 817, 0
306, 639, 5.805681, 809, 0
307, 640, 5.493011, 853, 0
308, 641, 5.243249, 830, 0
309, 642, 5.392429, 833, 0
310, 642, 4.990199, 878, 0
311, 643, 5.954904, 860, 0
312, 643, 5.372433, 856, 0
313, 643, 5.610648, 910, 0
314, 643, 5.127703, 860, 0
315, 644, 5.673106, 880, 0
316, 645, 5.623262, 850, 0
317, 645, 5.239398, 851, 0
318, 645, 5.538898, 905, 0
319, 646, 5.341696, 843, 0
320, 646, 5.232976, 871, 0
321, 646, 4.746147, 857, 0
322, 647, 5.609562, 897, 0
323, 648, 5.327482, 922, 0
324, 648, 5.422671, 921, 0
325, 648, 5.476513, 864, 0
326, 648, 5.236530, 907, 0
327, 648, 4.969256, 938, 0
328, 648, 5.406324, 904, 0
329, 648, 5.782848, 869, 0
330, 648, 5.229803, 926, 0
331, 648, 5.357262, 937, 0
332, 648, 5.304004, 933, 0
333, 648, 5.267842, 887, 0
334, 648, 4.707700, 899, 0
335, 649, 5.634178, 904, 0
336, 649, 5.415525, 875, 0
337, 649, 5.055291, 919, 0
338, 649, 5.191129, 968, 0
339, 650, 5.397177, 843, 0
340, 650, 5.285040, 891, 0
341, 650, 5.157481, 900, 0
342, 650, 5.300652, 866, 0
343, 650, 5.218160, 921, 0
344, 650, 5.226600, 904, 0
345, 650, 5.568629, 866, 0
346, 651, 5.171453, 880, 0
347, 651, 5.283555, 886, 0
348, 652, 5.052076, 846, 0
349, 652, 5.460793, 885, 0
350, 652, 5.358939, 861, 0
351, 652, 5.202296, 819, 0
352, 652, 5.347392, 913, 0
353, 653, 5.186196, 899, 0
354, 654, 5.632434, 838, 0
355, 654, 5.398822, 874, 0
356, 655, 5.352896, 880, 0
357, 656, 5.184113, 841, 0
358, 656, 5.776605, 887, 0
359, 656, 5.475422, 839, 0
360, 656, 5.445510, 839, 0
361, 656, 5.514445, 854, 0
362, 657, 4.809654, 831, 0
363, 658, 5.105402, 882, 0
364, 659, 5.499710, 838, 0
365, 659, 5.521210, 821, 0
366, 660, 4.892741, 895, 0
367, 661, 5.170516, 877, 0
368, 661, 5.928402, 837, 0
