Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 0.522432, 674, 0, 0.000000
1, 500, 0.648191, 730, 0, 0.000000
2, 501, 0.587777, 892, 0, 0.000000
3, 502, 0.533543, 804, 0, 0.000000
4, 503, 0.510775, 791, 0, 0.000000
5, 504, 0.484107, 712, 0, 0.000000
6, 505, 0.494762, 724, 0, 0.000000
7, 505, 0.477973, 676, 0, 0.000000
8, 505, 0.490703, 637, 0, 0.000000
9, 506, 0.504428, 686, 0, 0.000000
10, 506, 0.496497, 736, 0, 0.000000
11, 507, 0.476372, 750, 0, 0.000000
12, 508, 0.410072, 675, 0, 0.000000
13, 508, 0.412149, 690, 0, 0.000000
14, 508, 0.420723, 840, 0, 0.000000
15, 509, 0.403217, 698, 0, 0.000000
16, 509, 0.404153, 763, 0, 0.000000
17, 510, 0.406449, 871, 0, 0.000000
18, 511, 0.414132, 869, 0, 0.000000
19, 511, 0.400448, 808, 0, 0.000000
20, 512, 0.370318, 910, 0, 0.000000
21, 512, 0.370244, 855, 0, 0.000000
22, 513, 0.361330, 951, 0, 0.000000
23, 514, 0.374723, 935, 0, 0.000000
24, 515, 0.386684, 936, 0, 0.000000
25, 515, 0.358150, 889, 0, 0.000000
26, 515, 0.360097, 971, 0, 0.000000
27, 515, 0.362057, 1035, 0, 0.000000
28, 516, 0.383992, 839, 0, 0.000000
29, 516, 0.427477, 1014, 0, 0.000000
30, 516, 0.352031, 773, 0, 0.000000
31, 516, 0.377340, 985, 0, 0.000000
32, 517, 0.367935, 930, 0, 0.000000
33, 518, 0.386773, 1051, 0, 0.000000
34, 518, 0.367728, 996, 0, 0.000000
35, 518, 0.377808, 887, 0, 0.000000
36, 518, 0.362789, 1105, 0, 0.000000
37, 518, 0.362060, 984, 0, 0.000000
38, 518, 0.351151, 1036, 0, 0.000000
39, 518, 0.350190, 1050, 0, 0.000000
40, 518, 0.356739, 1011, 0, 0.000000
41, 518, 0.361373, 1103, 0, 0.000000
42, 519, 0.386719, 1142, 0, 0.000000
43, 519, 0.354473, 1155, 0, 0.000000
44, 520, 0.332295, 1060, 0, 0.000000
45, 520, 0.333111, 1155, 0, 0.000000
46, 521, 0.355386, 1073, 0, 0.000000
47, 521, 0.344374, 1140, 0, 0.000000
48, 521, 0.324479, 1107, 0, 0.000000
49, 521, 0.334805, 1039, 0, 0.000000
50, 521, 0.333320, 1134, 0, 0.000000
51, 522, 0.346539, 1137, 0, 0.000000
52, 523, 0.322323, 1080, 0, 0.000000
53, 524, 0.373063, 1159, 0, 0.000000
54, 524, 0.349305, 1152, 0, 0.000000
55, 524, 0.348144, 1033, 0, 0.000000
56, 525, 0.358229, 1116, 0, 0.000000
57, 525, 0.349873, 1158, 0, 0.000000
58, 526, 0.350434, 1085, 0, 0.000000
59, 526, 0.340797, 1200, 0, 0.000000
60, 527, 0.337002, 1190, 0, 0.000000
61, 528, 0.346415, 1143, 0, 0.000000
62, 529, 0.338688, 1131, 0, 0.000000
63, 529, 0.351532, 1236, 0, 0.000000
64, 529, 0.363100, 1232, 0, 0.000000
65, 530, 0.345356, 1240, 0, 0.000000
66, 530, 0.351679, 1256, 0, 0.000000
67, 531, 0.347790, 1216, 0, 0.000000
68, 531, 0.341135, 1227, 0, 0.000000
69, 531, 0.368185, 1162, 0, 0.000000
70, 531, 0.339130, 1159, 0, 0.000000
71, 531, 0.340356, 1214, 0, 0.000000
72, 531, 0.351044, 1371, 0, 0.000000
73, 531, 0.340612, 1438, 0, 0.000000
74, 532, 0.345036, 1322, 0, 0.000000
75, 532, 0.353894, 1403, 0, 0.000000
76, 533, 0.346552, 1409, 0, 0.000000
77, 533, 0.327558, 1392, 0, 0.000000
78, 534, 0.345090, 1175, 0, 0.000000
79, 534, 0.329892, 1272, 0, 0.000000
80, 535, 0.360166, 1339, 0, 0.000000
81, 535, 0.323774, 1282, 0, 0.000000
82, 535, 0.350220, 1206, 0, 0.000000
83, 536, 0.341051, 1275, 0, 0.000000
84, 536, 0.340212, 1243, 0, 0.000000
85, 536, 0.336413, 1112, 0, 0.000000
86, 537, 0.342291, 1278, 0, 0.000000
87, 538, 0.345865, 1233, 0, 0.000000
88, 538, 0.343754, 1122, 0, 0.000000
89, 538, 0.355363, 1199, 0, 0.000000
90, 539, 0.357192, 1306, 0, 0.000000
91, 539, 0.349705, 1171, 0, 0.000000
92, 540, 0.357483, 1254, 0, 0.000000
93, 541, 0.328613, 1490, 0, 0.000000
94, 541, 0.321013, 1661, 0, 0.000000
95, 542, 0.300553, 1573, 0, 0.000000
96, 543, 0.263145, 1677, 0, 0.000000
97, 543, 0.250334, 1498, 0, 0.000000
98, 544, 0.258685, 1435, 0, 0.000000
99, 544, 0.263401, 1456, 0, 0.000000
100, 544, 0.267560, 1463, 0, 0.000000
101, 545, 0.239334, 1459, 0, 0.000000
102, 545, 0.228952, 1402, 0, 0.000000
103, 546, 0.244643, 1362, 0, 0.000000
104, 546, 0.237827, 1243, 0, 0.000000
105, 546, 0.227915, 1502, 0, 0.000000
106, 546, 0.223205, 1326, 0, 0.000000
107, 547, 0.230806, 1497, 0, 0.000000
108, 547, 0.250076, 1353, 0, 0.000000
109, 547, 0.232233, 1431, 0, 0.000000
110, 548, 0.235262, 1507, 0, 0.000000
111, 548, 0.266935, 1388, 0, 0.000000
112, 549, 0.232939, 1362, 0, 0.000000
113, 549, 0.233710, 1410, 0, 0.000000
114, 549, 0.224655, 1392, 0, 0.000000
115, 549, 0.240172, 1471, 0, 0.000000
116, 550, 0.255173, 1514, 0, 0.000000
117, 550, 0.241458, 1438, 0, 0.000000
118, 550, 0.218605, 1487, 0, 0.000000
119, 550, 0.243894, 1337, 0, 0.000000
120, 550, 0.242666, 1426, 0, 0.000000
121, 551, 0.244002, 1445, 0, 0.000000
122, 551, 0.233608, , 1, 0.000000
