Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 0.409271, 392, 0
1, 501, 0.508470, 431, 0
2, 502, 0.350679, 324, 0
3, 503, 0.282293, 470, 0
4, 504, 0.302089, 471, 0
5, 504, 0.315747, 441, 0
6, 505, 0.295945, 455, 0
7, 505, 0.272964, 585, 0
8, 505, 0.261673, 511, 0
9, 506, 0.259044, 510, 0
10, 506, 0.259084, 530, 0
11, 506, 0.270293, 607, 0
12, 507, 0.262784, 428, 0
13, 508, 0.260425, 522, 0
14, 508, 0.268758, 509, 0
15, 509, 0.263551, 578, 0
16, 510, 0.278993, 440, 0
17, 511, 0.277038, 615, 0
18, 512, 0.272943, 516, 0
19, 512, 0.267485, 586, 0
20, 513, 0.265281, 582, 0
21, 513, 0.271731, 499, 0
22, 514, 0.278662, 578, 0
23, 515, 0.262777, 566, 0
24, 516, 0.251192, 493, 0
25, 516, 0.255385, 488, 0
26, 516, 0.234910, 613, 0
27, 516, 0.227691, 401, 0
28, 517, 0.243600, 504, 0
29, 518, 0.236010, 467, 0
30, 518, 0.238841, 448, 0
31, 519, 0.235142, 429, 0
32, 520, 0.232285, 457, 0
33, 520, 0.230077, 495, 0
34, 520, 0.233229, 488, 0
35, 521, 0.228792, 459, 0
36, 522, 0.229273, 587, 0
37, 523, 0.236141, 434, 0
38, 523, 0.220548, 484, 0
39, 523, 0.232750, 474, 0
40, 524, 0.231126, 495, 0
41, 524, 0.223559, 484, 0
42, 524, 0.214344, 492, 0
43, 524, 0.229352, , 1
