Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 23.583021, 134, 0, 28.397125
1, 100, 24.727407, 85, 0, 20.964383
2, 102, 24.552095, 82, 0, 18.107116
3, 98, 24.551120, 84, 0, 16.239954
4, 100, 24.641506, 86, 0, 15.762516
5, 100, 24.495499, 91, 0, 14.225513
6, 104, 24.683375, 92, 0, 13.669437
7, 98, 24.823440, 184, 0, 14.012165
8, 100, 24.291730, 106, 0, 14.226066
9, 108, 24.267719, 93, 0, 14.754148
10, 106, 24.233974, 104, 0, 14.634929
11, 106, 24.937427, 95, 0, 15.567812
12, 106, 24.377337, 95, 0, 16.164020
13, 110, 24.121863, 102, 0, 14.712835
14, 120, 24.027244, 97, 0, 13.929429
15, 126, 23.368025, 103, 0, 13.810356
16, 132, 22.984836, 119, 0, 13.936822
17, 150, 23.057203, 287, 0, 15.299558
18, 182, 22.621526, 159, 0, 14.785043
19, 204, 21.708233, 173, 0, 15.550611
20, 240, 21.166938, 204, 0, 15.393071
21, 290, 20.939832, 239, 0, 14.761033
22, 340, 20.280468, 266, 0, 14.987382
23, 398, 20.654548, 298, 0, 14.727343
24, 432, 20.087950, 319, 0, 14.990038
25, 484, 19.957704, 357, 0, 15.254723
26, 528, 19.991084, 481, 0, 15.087417
27, 560, 19.681482, 404, 0, 15.010385
28, 586, 19.298170, 454, 0, 15.137738
29, 654, 19.472771, 502, 0, 15.338413
30, 716, 19.433900, 679, 0, 15.192407
31, 754, 19.610096, 537, 0, 14.935714
32, 758, 19.194527, 566, 0, 15.137145
33, 794, 18.938569, 669, 0, 15.000586
34, 860, 18.763164, 666, 0, 14.989880
35, 942, 18.753279, 712, 0, 14.845965
36, 1006, 19.119762, 906, 0, 15.303670
37, 1036, 19.012440, 918, 0, 14.960539
38, 1086, 18.958051, 821, 0, 14.975568
39, 1126, 18.665412, 830, 0, 14.897439
40, 1118, 18.630155, 889, 0, 15.005808
41, 1166, 18.688207, 1161, 0, 15.064965
42, 1184, 18.443438, 902, 0, 15.058605
43, 1216, 18.379710, 957, 0, 15.194952
44, 1280, 18.226029, 1002, 0, 14.967181
45, 1304, 18.217729, 1297, 0, 14.756226
46, 1332, 18.237200, 1069, 0, 14.895993
47, 1352, 18.089121, 1159, 0, 14.901704
48, 1360, 18.107966, 1286, 0, 15.233451
49, 1378, 18.053550, 1120, 0, 14.959783
50, 1420, 17.934132, 1095, 0, 14.316414
51, 1426, 17.659906, 1170, 0, 14.409371
52, 1440, 17.959724, 1337, 0, 14.330269
53, 1416, 17.737929, 1211, 0, 14.516637
54, 1474, 18.072223, 1221, 0, 14.774644
55, 1484, 17.865021, 1424, 0, 14.864481
56, 1504, 17.642751, 1165, 0, 15.016228
57, 1500, 17.740243, 1271, 0, 14.762533
58, 1508, 18.058935, 1461, 0, 14.933644
59, 1498, 17.981817, 1235, 0, 14.970586
60, 1468, 17.905390, 1324, 0, 15.085703
61, 1516, 17.864953, 1395, 0, 15.258412
62, 1526, 17.550594, 1387, 0, 15.312063
63, 1534, 17.774568, 1333, 0, 15.178340
64, 1540, 18.015491, 1304, 0, 15.019652
65, 1516, 17.683239, 1376, 0, 15.194712
66, 1512, 17.751063, 1323, 0, 15.077037
67, 1498, 17.644130, 1198, 0, 15.264917
68, 1490, 17.805251, 1566, 0, 14.759208
69, 1518, 17.898306, 1357, 0, 14.942614
70, 1486, 17.609325, 1313, 0, 14.783499
71, 1508, 17.564352, 1474, 0, 14.947722
72, 1528, 17.775849, 1328, 0, 14.670483
73, 1554, 17.720187, 1376, 0, 14.696033
74, 1534, 17.561749, 1551, 0, 14.804711
75, 1538, 17.644491, 1298, 0, 15.032919
76, 1524, 17.421009, 1347, 0, 15.280955
77, 1548, 17.555442, 1478, 0, 15.268864
78, 1534, 17.634465, 1321, 0, 15.057094
79, 1514, 17.699390, 1286, 0, 14.749530
80, 1516, 17.364469, 1473, 0, 15.228761
81, 1538, 17.545999, 1329, 0, 15.070915
82, 1510, 17.324276, 1330, 0, 14.827125
83, 1560, 17.588135, 1508, 0, 14.620521
84, 1586, 17.497374, 1356, 0, 14.687875
85, 1568, 17.246832, 1395, 0, 14.740960
86, 1572, 17.280911, 1510, 0, 14.849544
87, 1560, 17.226097, 1639, 0, 14.809704
88, 1566, 17.173310, 1571, 0, 14.759173
89, 1602, 17.325268, 1689, 0, 14.998270
90, 1606, 17.243263, 1396, 0, 14.811518
91, 1588, 17.575888, 1397, 0, 14.755554
92, 1584, 17.349289, 1525, 0, 14.790075
93, 1610, 17.332671, 1470, 0, 15.009756
94, 1602, 17.653046, 1386, 0, 14.785041
95, 1586, 17.225097, 1484, 0, 14.884614
96, 1600, 17.339617, 1445, 0, 15.032994
97, 1566, 17.249353, 1401, 0, 14.954911
98, 1560, 17.479395, 1476, 0, 15.062153
99, 1582, 17.342078, 1421, 0, 14.944182
100, 1590, 17.213554, 1455, 0, 15.046826
101, 1600, 17.147050, 1571, 0, 15.191205
102, 1642, 17.103999, 1523, 0, 15.251118
103, 1628, 17.098009, 1399, 0, 15.275645
104, 1636, 17.338142, 1665, 0, 14.859765
105, 1630, 17.022478, 1500, 0, 15.088251
106, 1642, 17.250427, 1386, 0, 14.766287
107, 1668, 17.148294, 1691, 0, 15.024121
108, 1668, 17.018299, 1423, 0, 14.791958
109, 1688, 16.999888, 1557, 0, 14.900076
110, 1710, 17.284322, 1584, 0, 15.204511
111, 1700, 17.067871, 1604, 0, 15.094535
112, 1710, 16.697935, 1587, 0, 15.040849
113, 1718, 16.750572, 1599, 0, 14.801086
114, 1720, 16.847989, 1615, 0, 15.214518
115, 1742, 16.918142, 1680, 0, 15.355706
116, 1746, 16.757112, 1673, 0, 14.999218
117, 1770, 16.597791, 1502, 0, 14.959345
118, 1770, 16.549105, 1812, 0, 14.752942
119, 1784, 16.895893, 1540, 0, 15.015512
120, 1788, 16.760719, 1847, 0, 15.012096
121, 1806, 16.780569, 1563, 0, 15.001232
122, 1798, 16.774153, 1645, 0, 14.901626
123, 1802, 16.667042, 1673, 0, 15.020741
124, 1800, 16.646147, 1724, 0, 14.998338
125, 1816, 16.504203, 1683, 0, 14.870736
126, 1806, 16.625006, 1730, 0, 15.032942
127, 1838, 16.409517, 1707, 0, 15.159972
128, 1856, 16.476273, 1764, 0, 15.077332
129, 1872, 16.572297, 1644, 0, 14.908497
130, 1816, 16.818270, 1549, 0, 15.039362
131, 1800, 16.445135, 1862, 0, 15.301101
132, 1824, 16.330560, 1589, 0, 15.316278
