Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 27.865015, 490, 0
1, 501, 26.272503, 433, 0
2, 502, 24.571733, 377, 0
3, 503, 23.944903, 388, 0
4, 504, 23.025725, 323, 0
5, 505, 21.171819, 309, 0
6, 505, 18.105325, 358, 0
7, 506, 17.229392, 441, 0
8, 506, 16.695393, 394, 0
9, 506, 16.849183, 381, 0
10, 506, 17.189928, 353, 0
11, 507, 16.498214, 390, 0
12, 508, 16.807425, 364, 0
13, 508, 16.321040, 408, 0
14, 509, 16.321026, 354, 0
15, 510, 15.904967, 393, 0
16, 510, 16.506362, 441, 0
17, 511, 15.953149, 539, 0
18, 512, 16.636967, 443, 0
19, 513, 15.312610, 486, 0
20, 514, 16.556823, 495, 0
21, 515, 17.499953, 441, 0
22, 515, 17.481874, 546, 0
23, 515, 17.098494, 344, 0
24, 515, 17.233727, 477, 0
25, 516, 16.812819, 414, 0
26, 516, 16.294679, 386, 0
27, 517, 15.854131, 522, 0
28, 517, 16.202203, 483, 0
29, 518, 14.640816, 450, 0
30, 519, 15.460188, 524, 0
31, 520, 15.319117, 416, 0
32, 521, 15.283821, 542, 0
33, 521, 14.940896, 529, 0
34, 522, 14.084870, 640, 0
35, 523, 14.270635, 602, 0
36, 523, 14.024514, 499, 0
37, 523, 14.360800, 494, 0
38, 524, 14.244021, 622, 0
39, 525, 14.551510, 637, 0
40, 526, 14.309105, 569, 0
41, 527, 13.966832, 682, 0
42, 527, 13.597600, 560, 0
43, 528, 13.874302, 594, 0
44, 529, 13.519092, 641, 0
45, 530, 13.577256, 614, 0
46, 530, 13.198572, 624, 0
47, 530, 12.996916, 605, 0
48, 530, 13.636640, 655, 0
49, 530, 12.808204, 664, 0
50, 531, 13.581347, 606, 0
51, 532, 13.444765, 659, 0
52, 533, 12.497901, 721, 0
53, 533, 12.911340, 688, 0
54, 534, 12.835348, 747, 0
55, 534, 12.830500, 683, 0
56, 534, 13.198300, 665, 0
