Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 26.575390, 562, 0
1, 501, 24.424200, 522, 0
2, 502, 22.647973, 519, 0
3, 503, 20.971190, 503, 0
4, 503, 21.077809, 666, 0
5, 503, 21.045834, 624, 0
6, 504, 20.705805, 588, 0
7, 504, 20.736032, 635, 0
8, 504, 20.584233, 540, 0
9, 505, 20.607523, 681, 0
10, 505, 20.620246, 634, 0
11, 506, 20.959067, 604, 0
12, 506, 20.721075, 637, 0
13, 506, 20.513188, 678, 0
14, 506, 20.722143, 674, 0
15, 507, 20.356061, 597, 0
16, 507, 20.454954, 673, 0
17, 507, 20.820168, 665, 0
18, 508, 20.192453, 724, 0
19, 509, 20.490554, 686, 0
20, 510, 20.449889, 461, 0
21, 511, 20.384184, 493, 0
22, 511, 19.660109, 438, 0
23, 512, 19.629317, 437, 0
24, 512, 18.752761, 527, 0
25, 513, 18.401563, 483, 0
26, 514, 18.685733, 507, 0
27, 514, 18.453043, 400, 0
28, 514, 17.917321, 391, 0
29, 515, 18.070120, 502, 0
30, 516, 18.102906, 439, 0
31, 517, 17.879979, 569, 0
32, 517, 18.338531, 489, 0
33, 517, 17.772293, 568, 0
34, 517, 18.262717, 505, 0
35, 518, 18.055383, 599, 0
36, 518, 18.012630, 513, 0
37, 519, 17.858001, 616, 0
38, 520, 18.063303, 552, 0
39, 521, 17.693834, 609, 0
40, 521, 17.851812, 470, 0
41, 521, 17.736334, 578, 0
42, 522, 18.153967, 573, 0
43, 522, 17.465923, 630, 0
44, 522, 17.676541, 592, 0
45, 522, 17.685360, 566, 0
46, 522, 17.319377, 525, 0
47, 522, 17.235294, 658, 0
48, 522, 17.869915, 577, 0
49, 523, 17.190017, 574, 0
50, 523, 17.474081, 591, 0
51, 523, 17.524747, 804, 0
52, 523, 17.328258, 631, 0
53, 523, 17.136990, 707, 0
54, 523, 17.585591, 650, 0
55, 523, 17.651978, 550, 0
56, 523, 17.755907, 760, 0
57, 524, 17.432653, 676, 0
58, 525, 17.366527, 595, 0
59, 525, 17.452397, 691, 0
60, 525, 17.422567, 608, 0
61, 526, 17.112438, 605, 0
62, 526, 17.418076, 642, 0
63, 526, 17.615121, 740, 0
64, 527, 17.214239, 615, 0
65, 527, 17.127487, 683, 0
66, 527, 17.301419, 652, 0
67, 527, 17.162664, 648, 0
68, 527, 17.132399, 550, 0
69, 527, 16.920638, 639, 0
70, 527, 16.950347, 654, 0
71, 527, 16.906936, 629, 0
72, 527, 16.997084, 633, 0
73, 528, 17.328818, 644, 0
74, 528, 16.970297, 670, 0
75, 529, 17.238134, 660, 0
76, 530, 17.076903, 628, 0
77, 531, 17.251598, 704, 0
78, 531, 17.297200, 625, 0
79, 532, 17.009674, 689, 0
80, 532, 17.184012, 721, 0
81, 533, 16.767273, 683, 0
82, 533, 16.629194, 714, 0
83, 534, 17.052200, 679, 0
84, 535, 17.032362, 792, 0
85, 535, 16.973203, 685, 0
86, 536, 16.960839, 691, 0
87, 537, 16.894967, 662, 0
88, 538, 16.423035, 670, 0
89, 538, 16.888116, , 1
