Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 37.017887, 472, 0, 27.863039
1, 500, 36.960745, 494, 0, 21.717104
2, 500, 36.964220, 423, 0, 18.045954
3, 500, 37.058226, 407, 0, 16.068625
4, 500, 36.917249, 402, 0, 15.445138
5, 500, 36.750607, 450, 0, 14.706893
6, 500, 36.832029, 387, 0, 14.324032
7, 500, 36.704631, 377, 0, 14.943254
8, 500, 36.755250, 360, 0, 14.497685
9, 500, 36.667602, 414, 0, 14.069502
10, 500, 36.811878, 354, 0, 14.147185
11, 500, 36.959914, 355, 0, 14.132944
12, 500, 36.901590, 354, 0, 14.453359
13, 500, 36.794606, 358, 0, 14.565430
14, 500, 36.784995, 383, 0, 14.157730
15, 500, 36.820158, 336, 0, 14.820737
16, 500, 36.810423, 333, 0, 14.419042
17, 500, 36.853882, 340, 0, 14.541522
18, 500, 36.704309, 379, 0, 14.152495
19, 500, 36.690289, 324, 0, 14.290998
20, 500, 36.593502, 307, 0, 14.374944
21, 500, 36.644527, 305, 0, 14.087825
22, 500, 36.773294, 308, 0, 13.942151
23, 500, 36.802952, 308, 0, 14.056896
24, 500, 36.651141, 351, 0, 14.695626
25, 500, 36.671856, 312, 0, 14.139558
26, 500, 36.722270, 304, 0, 14.341898
27, 500, 36.562219, 305, 0, 13.959473
28, 500, 36.554444, 313, 0, 14.537547
29, 500, 36.736346, 362, 0, 14.435842
30, 500, 36.683685, 294, 0, 14.337327
31, 500, 36.580086, 301, 0, 14.315033
32, 500, 36.743969, 304, 0, 14.040361
33, 500, 36.652552, 294, 0, 14.116015
34, 500, 36.531884, 336, 0, 13.858385
35, 500, 36.692623, 306, 0, 14.142817
36, 500, 36.748613, 290, 0, 14.411625
37, 500, 36.530911, 287, 0, 13.906077
38, 500, 36.642937, 286, 0, 14.194174
39, 500, 36.617236, 321, 0, 14.793522
40, 500, 36.710606, 325, 0, 14.804535
41, 500, 36.540138, 304, 0, 14.818065
42, 500, 36.617897, 292, 0, 14.560856
43, 500, 36.565241, 293, 0, 14.748851
44, 500, 36.488526, 287, 0, 14.360990
45, 500, 36.568815, 330, 0, 14.267279
46, 500, 36.607823, 289, 0, 14.079473
47, 500, 36.463298, 289, 0, 14.143112
48, 500, 36.627818, 292, 0, 14.519508
49, 500, 36.737694, 282, 0, 14.558064
50, 500, 36.687440, 276, 0, 14.460605
51, 500, 36.630869, 320, 0, 14.334039
52, 500, 36.609069, 277, 0, 14.853553
53, 500, 36.580506, 280, 0, 14.857847
54, 500, 36.656985, 258, 0, 14.431857
