Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 0.773134, 646, 0, 0.000000
1, 500, 0.783342, 686, 0, 0.000000
2, 500, 0.551689, 639, 0, 0.000000
3, 501, 0.381693, 675, 0, 0.000000
4, 502, 0.394822, 788, 0, 0.000000
5, 503, 0.425113, 724, 0, 0.000000
6, 503, 0.389220, 681, 0, 0.000000
7, 503, 0.387456, 763, 0, 0.000000
8, 503, 0.361539, 685, 0, 0.000000
9, 503, 0.388709, 745, 0, 0.000000
10, 503, 0.403064, 905, 0, 0.000000
11, 503, 0.430551, 774, 0, 0.000000
12, 503, 0.416898, 795, 0, 0.000000
13, 504, 0.417718, 823, 0, 0.000000
14, 504, 0.410259, 818, 0, 0.000000
15, 504, 0.395791, 737, 0, 0.000000
16, 504, 0.401302, 834, 0, 0.000000
17, 504, 0.386098, 739, 0, 0.000000
18, 504, 0.419187, 841, 0, 0.000000
19, 505, 0.390614, 1197, 0, 0.000000
20, 506, 0.381106, 943, 0, 0.000000
21, 506, 0.394219, 934, 0, 0.000000
22, 506, 0.378933, 826, 0, 0.000000
23, 507, 0.359617, 1014, 0, 0.000000
24, 508, 0.382904, 1024, 0, 0.000000
25, 509, 0.367381, 1292, 0, 0.000000
26, 510, 0.360984, 1131, 0, 0.000000
27, 511, 0.367553, 1011, 0, 0.000000
28, 512, 0.355321, 931, 0, 0.000000
29, 513, 0.347991, 1175, 0, 0.000000
30, 513, 0.356105, 1016, 0, 0.000000
31, 513, 0.346388, 963, 0, 0.000000
32, 514, 0.372479, 1000, 0, 0.000000
33, 515, 0.367440, 1012, 0, 0.000000
34, 515, 0.367798, 1072, 0, 0.000000
35, 516, 0.355334, 1094, 0, 0.000000
36, 516, 0.337605, 1039, 0, 0.000000
37, 516, 0.346686, 1200, 0, 0.000000
38, 516, 0.341136, 1147, 0, 0.000000
39, 516, 0.367770, 1104, 0, 0.000000
40, 517, 0.354365, 1101, 0, 0.000000
41, 517, 0.332581, 1080, 0, 0.000000
42, 517, 0.302424, 1089, 0, 0.000000
43, 517, 0.329613, 1304, 0, 0.000000
44, 517, 0.347188, 1216, 0, 0.000000
45, 518, 0.319621, 1189, 0, 0.000000
46, 518, 0.325915, 1218, 0, 0.000000
47, 518, 0.348376, 1318, 0, 0.000000
48, 518, 0.331681, 1244, 0, 0.000000
49, 518, 0.306457, 1306, 0, 0.000000
50, 519, 0.343528, 1171, 0, 0.000000
51, 520, 0.322304, 1265, 0, 0.000000
52, 521, 0.333117, 1272, 0, 0.000000
53, 522, 0.322384, 1326, 0, 0.000000
54, 522, 0.314705, 1235, 0, 0.000000
55, 522, 0.338416, 1374, 0, 0.000000
56, 523, 0.321626, 1442, 0, 0.000000
57, 523, 0.305776, 1333, 0, 0.000000
58, 523, 0.317762, 1350, 0, 0.000000
59, 524, 0.325018, 1363, 0, 0.000000
60, 525, 0.301378, 1411, 0, 0.000000
61, 525, 0.318453, 1478, 0, 0.000000
62, 526, 0.306560, 1437, 0, 0.000000
63, 526, 0.323364, 1309, 0, 0.000000
64, 527, 0.317336, 1425, 0, 0.000000
65, 527, 0.331995, 1308, 0, 0.000000
66, 528, 0.300345, 1441, 0, 0.000000
67, 529, 0.304339, 1412, 0, 0.000000
68, 530, 0.322445, 1326, 0, 0.000000
69, 531, 0.310550, 1419, 0, 0.000000
70, 531, 0.325160, 1420, 0, 0.000000
71, 532, 0.336097, 1353, 0, 0.000000
72, 533, 0.329138, 1498, 0, 0.000000
73, 534, 0.300419, 1569, 0, 0.000000
74, 534, 0.314899, 1595, 0, 0.000000
75, 534, 0.315048, 1363, 0, 0.000000
76, 534, 0.316113, 1491, 0, 0.000000
77, 534, 0.300008, 1565, 0, 0.000000
78, 534, 0.313332, 1469, 0, 0.000000
79, 534, 0.311594, 1506, 0, 0.000000
80, 535, 0.305004, 1398, 0, 0.000000
81, 536, 0.311253, 1487, 0, 0.000000
82, 537, 0.315035, 1492, 0, 0.000000
83, 537, 0.321522, 1409, 0, 0.000000
84, 538, 0.327333, 1450, 0, 0.000000
85, 539, 0.320648, 1434, 0, 0.000000
86, 540, 0.313061, 1473, 0, 0.000000
87, 540, 0.312930, 1368, 0, 0.000000
88, 540, 0.308333, 1579, 0, 0.000000
89, 541, 0.325970, 1275, 0, 0.000000
90, 541, 0.315906, 1432, 0, 0.000000
91, 541, 0.309125, 1475, 0, 0.000000
92, 542, 0.317126, 1352, 0, 0.000000
93, 543, 0.331514, 1419, 0, 0.000000
94, 544, 0.291330, 1369, 0, 0.000000
95, 544, 0.327127, 1518, 0, 0.000000
96, 544, 0.315533, 1451, 0, 0.000000
97, 544, 0.327034, 1424, 0, 0.000000
98, 545, 0.307489, 1211, 0, 0.000000
99, 545, 0.307717, 1443, 0, 0.000000
100, 546, 0.329332, 1382, 0, 0.000000
101, 547, 0.304163, 1305, 0, 0.000000
102, 548, 0.328109, 1350, 0, 0.000000
103, 548, 0.306420, 1461, 0, 0.000000
104, 548, 0.319736, 1388, 0, 0.000000
105, 549, 0.308002, 1441, 0, 0.000000
106, 550, 0.313892, 1393, 0, 0.000000
107, 550, 0.328418, 1302, 0, 0.000000
108, 550, 0.340172, 1320, 0, 0.000000
109, 550, 0.338051, 1361, 0, 0.000000
110, 550, 0.325422, 1492, 0, 0.000000
111, 550, 0.333365, 1321, 0, 0.000000
112, 550, 0.330058, 1406, 0, 0.000000
113, 550, 0.337018, 1426, 0, 0.000000
114, 550, 0.332533, 1486, 0, 0.000000
115, 550, 0.320830, 1381, 0, 0.000000
116, 550, 0.325803, 1369, 0, 0.000000
117, 550, 0.333768, 1381, 0, 0.000000
118, 551, 0.325665, 1357, 0, 0.000000
119, 552, 0.304425, 1489, 0, 0.000000
120, 552, 0.323259, 1330, 0, 0.000000
121, 552, 0.299796, 1328, 0, 0.000000
122, 552, 0.316481, 1291, 0, 0.000000
123, 553, 0.330802, 1343, 0, 0.000000
124, 553, 0.337394, 1282, 0, 0.000000
125, 553, 0.318674, 1352, 0, 0.000000
126, 553, 0.307248, 1399, 0, 0.000000
127, 553, 0.308665, 1291, 0, 0.000000
128, 553, 0.324101, 1321, 0, 0.000000
129, 554, 0.320728, 1270, 0, 0.000000
130, 554, 0.324175, 1427, 0, 0.000000
131, 554, 0.318208, 1352, 0, 0.000000
132, 555, 0.325100, 1429, 0, 0.000000
133, 555, 0.329342, 1335, 0, 0.000000
134, 555, 0.334666, 1438, 0, 0.000000
135, 555, 0.329209, 1302, 0, 0.000000
136, 555, 0.336352, 1349, 0, 0.000000
137, 556, 0.326079, 1503, 0, 0.000000
138, 557, 0.322565, 1399, 0, 0.000000
139, 558, 0.332349, 1435, 0, 0.000000
140, 558, 0.331457, 1387, 0, 0.000000
