Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 36.322601, 471, 0, 28.634521
1, 500, 36.201059, 447, 0, 21.865155
2, 500, 36.164723, 431, 0, 17.848422
3, 500, 36.224712, 412, 0, 15.911118
4, 500, 36.228175, 401, 0, 15.464441
5, 500, 36.195938, 409, 0, 14.408376
6, 500, 36.283261, 391, 0, 13.998603
7, 500, 36.131135, 392, 0, 13.798277
8, 500, 36.055591, 385, 0, 14.352309
9, 500, 36.210527, 383, 0, 14.627012
10, 500, 36.173120, 364, 0, 14.177551
11, 500, 36.174878, 349, 0, 14.011681
12, 500, 36.397451, 362, 0, 14.446962
13, 500, 36.300267, 348, 0, 13.808758
14, 500, 36.234173, 378, 0, 14.262080
15, 500, 36.331183, 382, 0, 14.255200
16, 500, 36.292710, 331, 0, 14.326384
17, 500, 36.277826, 323, 0, 13.796945
18, 500, 36.186531, 340, 0, 13.990376
19, 500, 36.139553, 331, 0, 14.052540
20, 500, 36.202507, 315, 0, 13.518421
21, 500, 36.179280, 332, 0, 14.212120
22, 500, 36.132847, 312, 0, 14.710963
23, 500, 36.242602, 309, 0, 14.579023
24, 500, 36.213097, 308, 0, 14.491898
25, 500, 36.230650, 314, 0, 14.431047
26, 500, 36.216293, 334, 0, 14.320757
27, 500, 36.421460, 329, 0, 14.402867
28, 500, 36.496137, 301, 0, 14.543188
29, 500, 36.518110, 300, 0, 14.122331
30, 500, 36.383871, 315, 0, 14.051439
31, 500, 36.196419, 329, 0, 14.196633
32, 500, 36.293228, 304, 0, 14.106848
33, 500, 36.392245, 303, 0, 14.058266
34, 500, 36.419060, 293, 0, 14.176648
35, 500, 36.451592, 289, 0, 14.712065
36, 500, 36.489138, 279, 0, 14.167825
37, 500, 36.466644, 295, 0, 14.308720
38, 500, 36.421538, 304, 0, 14.090569
39, 500, 36.284172, 308, 0, 14.186212
40, 500, 36.328460, 294, 0, 14.354852
41, 500, 36.418247, 302, 0, 14.775432
42, 500, 36.379074, 320, 0, 14.288285
43, 500, 36.480726, 300, 0, 14.390842
44, 500, 36.719693, 283, 0, 14.431940
45, 500, 36.485510, 283, 0, 14.397106
46, 500, 36.482166, 285, 0, 14.451363
47, 500, 36.491274, 283, 0, 13.900756
48, 500, 36.576940, 278, 0, 13.776710
49, 500, 36.629900, 273, 0, 13.672249
50, 500, 36.386227, 273, 0, 13.823624
51, 500, 36.458462, 288, 0, 14.159599
52, 500, 36.395899, 280, 0, 14.026447
53, 500, 36.370024, 301, 0, 14.122772
54, 500, 36.236146, 285, 0, 14.246964
55, 500, 36.412502, 289, 0, 14.234480
56, 500, 36.484542, 289, 0, 14.573679
57, 500, 36.467739, 271, 0, 13.879471
58, 500, 36.487185, 295, 0, 13.906779
59, 500, 36.356244, 272, 0, 14.237046
60, 500, 36.470025, 288, 0, 14.114682
61, 500, 36.499107, 268, 0, 14.103456
62, 500, 36.483677, 278, 0, 13.962166
63, 500, 36.470798, 286, 0, 13.799278
64, 500, 36.562463, 284, 0, 13.879247
65, 500, 36.572723, 288, 0, 14.241598
66, 500, 36.475683, 283, 0, 14.129692
67, 500, 36.579175, 277, 0, 14.041491
68, 500, 36.569982, 268, 0, 14.269889
69, 500, 36.380131, 269, 0, 13.845217
70, 500, 36.393307, 277, 0, 14.326776
71, 500, 36.519075, 277, 0, 14.329193
72, 500, 36.321091, 278, 0, 13.996398
73, 500, 36.435168, 292, 0, 14.380642
74, 500, 36.475985, 284, 0, 14.196205
75, 500, 36.527316, 295, 0, 14.196562
76, 500, 36.434199, 268, 0, 13.679055
77, 500, 36.532434, 266, 0, 13.878139
78, 500, 36.374794, 280, 0, 13.565573
79, 500, 36.463534, 277, 0, 14.193985
80, 500, 36.408527, 284, 0, 14.376291
81, 500, 36.336153, 260, 0, 14.055832
82, 500, 36.497112, 265, 0, 13.835501
83, 500, 36.551246, 286, 0, 14.198231
84, 500, 36.529272, 263, 0, 14.099044
85, 500, 36.403451, 285, 0, 14.613760
86, 500, 36.402041, 268, 0, 14.592374
87, 500, 36.512711, 283, 0, 14.318058
88, 500, 36.556999, 260, 0, 13.954415
89, 500, 36.533028, 277, 0, 13.989357
90, 500, 36.444406, 280, 0, 13.955503
91, 500, 36.609779, 276, 0, 14.508686
92, 500, 36.600993, 291, 0, 14.324268
93, 500, 36.523033, 285, 0, 14.347048
94, 500, 36.592321, 265, 0, 13.862730
95, 500, 36.635602, 281, 0, 14.095687
96, 500, 36.530222, 277, 0, 13.915648
97, 500, 36.481967, 284, 0, 13.846149
98, 500, 36.503547, 277, 0, 13.785822
99, 500, 36.531837, 273, 0, 14.211819
100, 500, 36.648421, 278, 0, 14.726310
101, 500, 36.526058, 266, 0, 14.349782
102, 500, 36.666382, 278, 0, 14.527442
103, 500, 36.574219, 281, 0, 14.175157
104, 500, 36.647618, 283, 0, 14.381881
105, 500, 36.521696, 279, 0, 13.691482
106, 500, 36.581573, 274, 0, 13.926143
107, 500, 36.623390, 264, 0, 14.338300
