Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 0.000000, 324, 0
1, 501, 0.000000, 421, 0
2, 501, 0.000000, 359, 0
3, 502, 0.000000, 410, 0
4, 502, 0.000000, 413, 0
5, 503, 0.000000, 378, 0
6, 504, 0.000000, 386, 0
7, 505, 0.000000, 414, 0
8, 505, 0.000000, 356, 0
9, 506, 0.000000, 449, 0
10, 506, 0.000000, 483, 0
11, 507, 0.000000, 546, 0
12, 507, 0.000000, 582, 0
13, 507, 0.000000, 579, 0
14, 507, 0.000000, 512, 0
15, 507, 0.000000, 568, 0
16, 507, 0.000000, 555, 0
17, 508, 0.000000, 544, 0
18, 508, 0.000000, 562, 0
19, 508, 0.000000, 548, 0
20, 509, 0.000000, 568, 0
21, 509, 0.000000, 535, 0
22, 510, 0.000000, 556, 0
23, 510, 0.000000, 536, 0
24, 510, 0.000000, 518, 0
25, 510, 0.000000, 626, 0
26, 510, 0.000000, 578, 0
27, 511, 0.000000, 497, 0
28, 511, 0.000000, 508, 0
29, 511, 0.000000, 478, 0
30, 511, 0.000000, 464, 0
31, 511, 0.000000, 437, 0
32, 511, 0.000000, 465, 0
33, 512, 0.000000, 487, 0
34, 512, 0.000000, 472, 0
35, 513, 0.000000, 500, 0
36, 513, 0.000000, 555, 0
37, 513, 0.000000, 527, 0
38, 514, 0.000000, 522, 0
39, 514, 0.000000, 598, 0
40, 515, 0.000001, 588, 0
41, 515, 0.000001, 551, 0
42, 516, 0.000001, 549, 0
43, 517, 0.000001, 556, 0
44, 518, 0.000001, 440, 0
45, 518, 0.000001, 573, 0
46, 518, 0.000002, 543, 0
47, 519, 0.000002, 554, 0
48, 519, 0.000002, 489, 0
49, 519, 0.000001, , 1
