Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 17.599090, 374, 0
1, 500, 17.017699, 420, 0
2, 500, 17.004434, 358, 0
3, 500, 16.641996, 445, 0
4, 500, 16.383468, 372, 0
5, 501, 16.169088, 375, 0
6, 502, 16.289348, 349, 0
7, 503, 16.558279, 463, 0
8, 503, 16.534317, 399, 0
9, 503, 16.780462, 395, 0
10, 504, 17.162280, 429, 0
11, 504, 17.588346, 342, 0
12, 504, 16.684244, 327, 0
13, 504, 16.504742, 397, 0
14, 504, 16.711889, 295, 0
15, 505, 16.591948, 288, 0
16, 505, 16.318591, 321, 0
17, 506, 16.404978, 273, 0
18, 506, 16.450242, 283, 0
19, 506, 16.325567, 295, 0
20, 507, 16.438195, 259, 0
21, 507, 16.304420, 268, 0
22, 508, 16.378015, 322, 0
23, 509, 16.510989, 259, 0
24, 509, 16.544038, 351, 0
25, 510, 16.334198, 242, 0
26, 511, 15.987579, 262, 0
27, 512, 16.006919, 256, 0
28, 512, 15.974987, 257, 0
29, 513, 16.163209, 265, 0
30, 514, 15.999753, 243, 0
31, 514, 15.882984, 291, 0
32, 515, 15.788549, 267, 0
33, 515, 15.851913, 275, 0
34, 516, 15.757592, 296, 0
35, 517, 16.086738, 263, 0
36, 517, 15.736287, 207, 0
37, 517, 15.619704, 277, 0
38, 518, 15.479197, 288, 0
39, 519, 15.858463, 226, 0
40, 519, 15.851151, 234, 0
41, 519, 15.642550, 254, 0
42, 519, 15.952941, 243, 0
43, 519, 15.689947, 241, 0
44, 519, 15.673765, 225, 0
45, 520, 16.364540, 278, 0
46, 521, 16.099061, 238, 0
47, 522, 16.037579, 243, 0
48, 522, 15.956391, 261, 0
49, 523, 15.989705, 232, 0
50, 524, 15.833380, 242, 0
51, 525, 15.661572, 242, 0
52, 525, 15.994137, 277, 0
53, 526, 15.926446, 263, 0
54, 527, 16.264846, 253, 0
55, 527, 16.001458, 276, 0
56, 528, 15.723391, 241, 0
57, 528, 16.060515, 207, 0
58, 529, 16.255255, 267, 0
59, 530, 16.217182, 206, 0
60, 530, 16.331189, 231, 0
61, 530, 15.885492, 208, 0
62, 531, 16.006664, 246, 0
63, 531, 15.954718, 251, 0
64, 532, 16.388251, 223, 0
65, 532, 16.362232, 216, 0
66, 532, 16.312538, 246, 0
67, 533, 16.694979, 236, 0
68, 533, 16.273230, 214, 0
69, 533, 15.940336, 254, 0
70, 533, 15.858567, 283, 0
71, 534, 15.899400, 205, 0
72, 535, 16.029847, 208, 0
73, 536, 15.985078, 193, 0
74, 537, 15.758604, 260, 0
75, 537, 15.749639, 246, 0
76, 537, 15.533578, 212, 0
77, 538, 15.687510, 254, 0
78, 539, 15.535320, 242, 0
79, 539, 15.307192, 250, 0
80, 540, 15.480316, 272, 0
81, 541, 15.481175, 289, 0
82, 542, 15.658052, 232, 0
83, 543, 15.845778, 233, 0
84, 543, 15.566170, 228, 0
85, 543, 15.443890, 274, 0
86, 544, 15.640178, 258, 0
87, 544, 15.711965, 259, 0
88, 545, 15.630748, 280, 0
89, 545, 15.387548, 240, 0
90, 545, 15.378006, 255, 0
91, 545, 15.808199, 258, 0
