Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 29.087006, 152, 0, 28.117247
1, 116, 27.738293, 100, 0, 26.614951
2, 126, 27.405265, 115, 0, 26.747142
3, 138, 26.883731, 128, 0, 27.448548
4, 152, 26.727493, 123, 0, 28.063815
5, 156, 26.610066, 150, 0, 28.546550
6, 170, 26.049378, 133, 0, 28.046168
7, 178, 26.015347, 149, 0, 27.815172
8, 186, 26.218870, 168, 0, 28.952236
9, 186, 25.755797, 167, 0, 29.091690
10, 212, 25.782002, 181, 0, 29.140578
11, 220, 25.799289, 151, 0, 28.569444
12, 214, 25.448485, 170, 0, 28.148088
13, 212, 25.613384, 163, 0, 28.542116
14, 214, 25.157679, 175, 0, 28.700038
15, 222, 24.891205, 185, 0, 29.721183
16, 224, 25.359051, 186, 0, 29.963153
17, 246, 25.380928, 195, 0, 29.499448
18, 252, 25.650422, 189, 0, 29.310613
19, 240, 24.983763, 177, 0, 28.431705
20, 244, 25.018605, 199, 0, 28.856970
21, 258, 25.018926, 206, 0, 29.064474
22, 268, 24.718275, 223, 0, 29.063809
23, 274, 24.528007, 223, 0, 28.639902
24, 288, 24.058414, 207, 0, 28.947113
25, 288, 24.331658, 231, 0, 27.416687
26, 288, 24.096498, 229, 0, 28.270787
27, 290, 24.310199, 221, 0, 27.705279
28, 298, 23.758812, 233, 0, 28.840645
29, 296, 24.063073, 247, 0, 28.845493
30, 304, 24.094820, 228, 0, 27.446857
31, 306, 23.836861, 235, 0, 27.630083
32, 308, 23.722504, 245, 0, 28.176557
33, 314, 23.877979, 261, 0, 28.274015
34, 326, 23.512510, 261, 0, 28.405111
35, 332, 23.989304, 263, 0, 28.270210
36, 338, 23.771462, 259, 0, 28.868763
37, 340, 23.706633, 275, 0, 27.741470
38, 364, 23.439849, 281, 0, 27.317218
39, 364, 23.784645, 270, 0, 27.066044
40, 354, 23.924725, 276, 0, 27.717038
41, 358, 23.415640, 269, 0, 28.066969
42, 366, 23.078614, 281, 0, 28.175744
43, 374, 22.939142, 292, 0, 28.525813
44, 390, 22.929702, 316, 0, 28.902500
45, 416, 22.603401, 327, 0, 29.151260
46, 436, 22.786403, 324, 0, 28.462222
47, 448, 22.750709, 326, 0, 28.603204
48, 446, 22.794458, 357, 0, 28.233238
49, 464, 22.670859, 333, 0, 28.585098
50, 470, 22.973451, 324, 0, 28.457777
51, 450, 22.665092, 325, 0, 28.210533
52, 446, 22.666995, 337, 0, 28.030086
53, 454, 22.665156, 363, 0, 28.236138
54, 472, 22.990922, 338, 0, 27.923028
55, 460, 22.797534, 326, 0, 28.013046
56, 450, 22.778499, 318, 0, 28.898707
57, 456, 22.507347, 351, 0, 28.487262
58, 470, 22.826341, 350, 0, 28.176789
59, 494, 22.206577, 350, 0, 28.903109
60, 492, 22.729358, 335, 0, 28.485044
61, 472, 22.653688, 361, 0, 28.004320
62, 480, 22.299401, 350, 0, 28.229638
63, 488, 22.211262, 353, 0, 28.887368
64, 490, 22.845777, 363, 0, 27.991580
65, 482, 21.964592, 368, 0, 28.165813
66, 494, 22.415329, 346, 0, 28.283975
67, 494, 22.589147, 369, 0, 28.013989
68, 488, 22.082986, 347, 0, 28.165038
69, 494, 22.495008, 359, 0, 27.888155
70, 508, 22.420317, 381, 0, 28.086218
71, 508, 22.339072, 371, 0, 28.686573
72, 506, 21.940274, 367, 0, 28.497468
73, 508, 22.164688, 384, 0, 29.590560
74, 526, 22.000948, 383, 0, 28.729293
75, 534, 21.851787, 398, 0, 28.375021
76, 532, 21.786640, 401, 0, 29.139700
77, 548, 21.618706, 422, 0, 28.976905
78, 568, 21.968076, 423, 0, 27.842066
79, 554, 21.509566, 426, 0, 27.455898
80, 576, 22.146423, 437, 0, 27.650291
