Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 31.503321, 489, 0, 26.412147
1, 500, 31.483404, 459, 0, 20.861306
2, 500, 31.500786, 440, 0, 17.950630
3, 500, 31.454646, 432, 0, 16.408225
4, 500, 31.448132, 422, 0, 15.535175
5, 500, 31.428607, 409, 0, 14.990385
6, 500, 31.389195, 411, 0, 14.920619
7, 500, 31.386054, 399, 0, 14.644537
8, 500, 31.480363, 371, 0, 14.219413
9, 500, 31.457793, 377, 0, 14.284423
10, 500, 31.427649, 358, 0, 14.373205
11, 500, 31.371151, 370, 0, 14.233271
12, 500, 31.445710, 339, 0, 14.640957
13, 500, 31.512756, , 1, 14.758496
