Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 27.961329, 128, 0, 29.138151
1, 72, 27.768553, 67, 0, 27.580582
2, 84, 28.659975, 70, 0, 28.761972
3, 86, 28.325519, 69, 0, 29.511781
4, 90, 28.951286, 73, 0, 30.113092
5, 100, 28.685476, 77, 0, 32.419484
6, 112, 28.316228, 89, 0, 29.778932
7, 130, 28.566241, 82, 0, 27.235561
8, 132, 28.465688, 90, 0, 28.282235
9, 144, 28.253706, 105, 0, 29.237364
10, 156, 28.242336, 119, 0, 28.869882
11, 168, 28.089025, 120, 0, 28.997982
12, 162, 27.693072, 129, 0, 28.849788
13, 174, 27.425756, 134, 0, 29.474168
14, 192, 28.510097, 139, 0, 27.597395
15, 190, 27.577411, 152, 0, 28.744943
16, 192, 27.381453, 139, 0, 28.999317
17, 202, 26.827140, 154, 0, 28.104992
18, 198, 27.119277, 159, 0, 28.305272
19, 208, 27.106570, 169, 0, 27.469604
20, 228, 26.723126, 185, 0, 28.386690
21, 252, 25.969503, 204, 0, 27.746374
22, 262, 26.336653, 219, 0, 27.764853
23, 268, 26.528400, 211, 0, 27.988600
24, 272, 26.233587, 211, 0, 26.692109
25, 280, 26.464191, 197, 0, 27.056311
26, 270, 26.345630, 219, 0, 27.282211
27, 286, 26.081906, 233, 0, 27.132671
28, 296, 26.350932, 232, 0, 27.733791
29, 314, 26.247958, 243, 0, 27.936224
30, 318, 25.815516, 242, 0, 28.237208
31, 322, 25.624278, 241, 0, 28.847233
32, 326, 25.656513, 240, 0, 28.299067
33, 324, 25.399154, 244, 0, 28.721449
34, 324, 25.589568, 233, 0, 28.441102
35, 318, 24.921119, 258, 0, 28.308690
36, 340, 25.152369, 255, 0, 28.339083
37, 352, 25.786534, 276, 0, 27.456013
38, 352, 25.277339, 289, 0, 28.298799
39, 358, 24.517689, 297, 0, 28.750408
40, 380, 24.725245, 304, 0, 28.855516
41, 392, 24.183282, 301, 0, 28.327251
42, 404, 24.603453, 304, 0, 28.107030
43, 406, 24.266048, 299, 0, 28.372928
44, 410, 24.221581, 322, 0, 28.488684
45, 424, 24.187325, 328, 0, 27.743888
46, 422, 24.065360, 326, 0, 28.272821
47, 432, 23.518529, 334, 0, 28.696790
48, 442, 23.589729, 330, 0, 28.393951
49, 434, 23.804492, 317, 0, 28.538982
50, 422, 23.723183, 319, 0, 28.200661
51, 422, 23.463001, 336, 0, 27.467977
52, 436, 23.447989, 342, 0, 27.640161
53, 444, 24.241355, 343, 0, 28.488735
54, 440, 24.337143, 325, 0, 28.046520
55, 438, 24.774277, 322, 0, 27.846953
56, 422, 24.269272, 325, 0, 28.475241
57, 434, 23.639422, 339, 0, 27.997689
58, 454, 23.592117, 352, 0, 28.680706
59, 476, 23.712644, 348, 0, 27.938133
60, 464, 23.884295, 341, 0, 27.604384
61, 462, 23.676593, 343, 0, 28.073772
62, 470, 23.916764, 345, 0, 28.069302
63, 468, 23.824134, 355, 0, 28.063778
64, 482, 24.221522, 362, 0, 27.868122
65, 488, 24.416730, 380, 0, 27.769343
66, 494, 23.784820, 377, 0, 28.003129
67, 510, 23.987771, 399, 0, 29.362880
68, 516, 24.058034, 431, 0, 28.719334
69, 546, 23.514445, 439, 0, 28.407074
70, 554, 24.004134, 441, 0, 28.023273
71, 558, 23.684462, 433, 0, 28.270376
72, 544, 23.620727, 432, 0, 27.984843
73, 554, 23.344590, 460, 0, 28.794158
74, 588, 23.040374, 472, 0, 28.946469
75, 592, 22.947483, 466, 0, 28.686295
76, 586, 22.656187, 479, 0, 28.254548
77, 582, 22.923342, 487, 0, 28.582688
78, 584, 23.255782, 505, 0, 28.380787
79, 590, 23.260029, 504, 0, 28.348097
80, 618, 23.252963, 519, 0, 28.452163
81, 606, 23.178157, 531, 0, 28.150456
82, 592, 23.021902, 507, 0, 28.814057
83, 584, 23.342800, 495, 0, 28.434204
84, 594, 22.928324, 483, 0, 28.293819
85, 574, 23.138560, 472, 0, 28.339461
86, 592, 23.243274, 513, 0, 28.973077
87, 606, 23.489676, 488, 0, 28.604217
88, 602, 23.152401, 501, 0, 28.630617
89, 606, 23.213018, 523, 0, 28.445621
90, 602, 23.231843, 500, 0, 28.265131
91, 592, 23.028225, 522, 0, 28.216180
92, 596, 23.252760, 518, 0, 28.290824
93, 612, 23.144301, 508, 0, 28.104560
94, 598, 23.024402, 507, 0, 28.069821
95, 616, 22.932959, 495, 0, 28.072565
96, 606, 23.350357, 499, 0, 29.029153
97, 604, 23.091070, 499, 0, 29.049576
98, 588, 22.984786, 507, 0, 28.795991
99, 608, 22.791269, 518, 0, 27.696943
100, 606, 23.086252, 514, 0, 27.704497
101, 620, 23.116473, 544, 0, 28.101883
102, 626, 23.176153, 552, 0, 28.314664
103, 622, 22.617894, 525, 0, 28.429588
104, 636, 23.269389, 537, 0, 27.566463
105, 646, 23.198250, 573, 0, 27.683338
106, 640, 23.003260, 541, 0, 27.879160
107, 634, 23.376912, 573, 0, 28.106085
108, 626, 23.451782, 565, 0, 28.066260
109, 634, 23.348052, 539, 0, 27.956006
110, 636, 23.564495, 534, 0, 28.216398
111, 626, 23.409366, 537, 0, 28.087689
112, 646, 23.276284, 537, 0, 28.387602
113, 624, 23.213609, 552, 0, 28.026138
114, 634, 23.015191, 549, 0, 28.476561
115, 630, 22.911823, 537, 0, 28.062785
116, 614, 22.862458, 560, 0, 27.804060
117, 630, 22.989248, 537, 0, 28.154640
118, 624, 23.090510, 557, 0, 28.090238
119, 630, 23.118612, 561, 0, 28.907126
120, 622, 23.247370, 518, 0, 28.612944
121, 604, 23.093988, 531, 0, 28.400969
122, 624, 23.211123, 525, 0, 28.353302
123, 606, 22.763798, 528, 0, 28.729226
124, 618, 23.238333, 510, 0, 28.358250
125, 604, 23.055282, 535, 0, 28.294838
126, 608, 23.206828, 542, 0, 28.909840
127, 612, 23.032427, 541, 0, 28.358420
128, 616, 22.995043, 547, 0, 27.968036
129, 634, 23.254590, 575, 0, 28.278402
130, 640, 23.481344, 555, 0, 28.058063
131, 640, 23.561443, 542, 0, 28.030724
132, 606, 23.143586, 564, 0, 28.154678
133, 628, 23.056953, 562, 0, 28.436706
134, 628, 22.822319, 587, 0, 28.083753
135, 652, 23.277083, 596, 0, 28.691773
136, 648, 23.395451, 566, 0, 28.542563
137, 638, 23.279246, 584, 0, 28.405702
138, 640, 23.984173, 588, 0, 28.565919
139, 658, 23.675462, 585, 0, 28.559246
140, 662, 23.363449, 577, 0, 28.517960
141, 654, 23.544460, 574, 0, 28.501481
142, 666, 23.789349, 569, 0, 28.118676
143, 662, 23.880011, 564, 0, 28.330454
144, 656, 24.374861, 583, 0, 27.908796
145, 674, 24.323799, 602, 0, 27.917699
146, 684, 24.278543, 623, 0, 27.983857
147, 688, 24.709739, 589, 0, 28.030440
148, 672, 23.946074, 589, 0, 27.909216
149, 686, 23.994669, 578, 0, 27.966689
150, 688, 23.683513, 587, 0, 28.240016
151, 692, 23.501882, 576, 0, 27.881940
152, 694, 23.893015, 584, 0, 28.010893
153, 696, 23.737741, 595, 0, 28.197265
154, 690, 23.698156, 596, 0, 27.540190
155, 704, 24.332200, 588, 0, 28.171595
156, 678, 23.386716, 574, 0, 28.626351
157, 670, 23.685518, 610, 0, 27.862312
158, 680, 23.750157, 598, 0, 28.049702
159, 674, 23.674274, 625, 0, 28.011899
160, 674, 23.746947, 618, 0, 27.904427
161, 686, 23.910690, 613, 0, 28.245090
162, 676, 23.849259, 619, 0, 28.839136
