Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 28.356965, 384, 0
1, 500, 26.330029, 320, 0
2, 500, 25.588884, 365, 0
3, 500, 25.589389, 352, 0
4, 501, 25.282980, 376, 0
5, 501, 25.323039, 345, 0
6, 502, 25.327615, 363, 0
7, 502, 25.265843, 398, 0
8, 503, 25.308727, 430, 0
9, 504, 25.268123, 333, 0
10, 504, 25.344145, 388, 0
11, 504, 25.261745, 375, 0
12, 505, 25.190058, 366, 0
13, 506, 25.155657, 367, 0
14, 507, 25.157716, 402, 0
15, 507, 25.169243, 400, 0
16, 507, 25.195921, 391, 0
17, 507, 25.200264, 342, 0
18, 507, 25.175809, 377, 0
19, 508, 25.117032, 369, 0
20, 509, 25.149056, 441, 0
21, 509, 25.221511, 398, 0
22, 510, 25.179029, 370, 0
23, 510, 25.117586, 398, 0
24, 510, 25.091030, 373, 0
25, 510, 25.138266, 327, 0
26, 510, 25.297503, 392, 0
27, 510, 25.156915, 357, 0
28, 510, 25.098816, 382, 0
29, 510, 25.182433, 377, 0
30, 510, 25.124594, 426, 0
31, 510, 25.141543, 402, 0
32, 511, 25.056406, 392, 0
33, 511, 25.090381, 429, 0
34, 512, 25.054553, 386, 0
35, 512, 25.156361, 398, 0
36, 512, 25.147830, 369, 0
37, 513, 25.095959, 376, 0
38, 514, 25.176765, 450, 0
39, 515, 25.159966, 350, 0
40, 516, 25.120346, 429, 0
41, 516, 24.984316, 430, 0
42, 517, 24.607601, 437, 0
43, 517, 24.312465, 436, 0
44, 518, 24.179252, 490, 0
45, 519, 24.018567, 389, 0
46, 520, 24.198370, 441, 0
47, 520, 23.728966, 504, 0
48, 521, 23.020357, 442, 0
49, 521, 23.172635, 456, 0
50, 522, 23.277538, 405, 0
51, 523, 23.001903, 466, 0
52, 524, 23.124972, 474, 0
53, 525, 23.342716, 436, 0
54, 525, 23.379137, 459, 0
55, 525, 23.374002, 440, 0
56, 525, 23.182158, 473, 0
57, 525, 23.511452, 443, 0
58, 526, 23.324828, 450, 0
59, 526, 23.027044, 443, 0
60, 527, 23.228661, 473, 0
61, 527, 23.208385, 464, 0
62, 528, 23.037443, 431, 0
63, 529, 22.958288, 413, 0
64, 530, 23.035170, 446, 0
65, 531, 23.257147, 439, 0
66, 532, 23.297523, 486, 0
67, 533, 23.144704, 368, 0
68, 533, 23.380743, 418, 0
69, 533, 23.377612, 372, 0
70, 534, 23.248161, 363, 0
71, 534, 23.257169, 410, 0
72, 534, 23.556751, 389, 0
73, 534, 23.301652, 410, 0
74, 535, 23.444195, 413, 0
75, 536, 23.227380, 456, 0
76, 537, 23.529545, 457, 0
77, 538, 23.436288, 451, 0
78, 539, 22.935993, 446, 0
79, 540, 23.258710, 416, 0
80, 540, 22.851286, 468, 0
81, 541, 23.093311, 455, 0
82, 542, 23.027420, 496, 0
83, 542, 23.019563, 456, 0
84, 543, 23.081086, 482, 0
85, 543, 22.591733, 509, 0
86, 543, 22.927714, 487, 0
87, 543, 22.604406, 481, 0
88, 543, 22.468561, 502, 0
89, 544, 22.332272, 490, 0
90, 544, 22.409910, 516, 0
91, 544, 21.651188, 494, 0
92, 545, 21.771147, 493, 0
93, 545, 21.990685, 462, 0
94, 546, 21.702776, 506, 0
95, 547, 21.721232, 486, 0
96, 547, 21.693805, 470, 0
97, 548, 21.797396, 547, 0
98, 549, 21.649620, 492, 0
99, 549, 21.898818, 528, 0
100, 550, 21.333704, 495, 0
101, 550, 21.088092, 472, 0
102, 551, 21.404723, 502, 0
103, 552, 21.559303, 490, 0
104, 553, 21.360458, 564, 0
105, 553, 21.303816, 554, 0
106, 554, 21.194131, 539, 0
107, 554, 21.257691, 593, 0
108, 555, 21.085761, 583, 0
109, 555, 21.321902, 551, 0
110, 555, 20.744465, 537, 0
111, 556, 21.201098, 520, 0
112, 557, 21.657567, 541, 0
113, 558, 21.616569, 461, 0
114, 559, 21.115449, 523, 0
115, 559, 21.387678, 524, 0
116, 560, 22.002468, 521, 0
117, 561, 21.684906, 484, 0
118, 561, 21.515123, 493, 0
119, 562, 21.604134, 551, 0
120, 562, 21.558846, 524, 0
121, 563, 21.162446, 542, 0
122, 564, 21.191003, 554, 0
123, 565, 21.391398, 534, 0
124, 565, 21.092658, 586, 0
125, 565, 20.276807, 619, 0
126, 566, 20.579998, 560, 0
127, 566, 21.137901, 606, 0
128, 566, 21.039638, 613, 0
129, 566, 20.738139, 577, 0
130, 566, 20.851316, 601, 0
131, 567, 20.645790, 629, 0
132, 567, 20.644307, 665, 0
133, 567, 20.559535, 642, 0
134, 568, 20.363361, 633, 0
135, 568, 20.295401, 662, 0
136, 569, 20.258808, 655, 0
137, 570, 19.855589, 627, 0
138, 570, 20.467692, 643, 0
139, 571, 20.077758, 652, 0
140, 572, 20.307266, 631, 0
141, 573, 20.105776, 651, 0
142, 573, 20.064689, 711, 0
143, 573, 19.978124, 704, 0
144, 573, 19.676165, 673, 0
145, 573, 20.308374, 757, 0
146, 573, 19.605920, 727, 0
