Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 0.000000, 617, 0
1, 500, 0.000001, 486, 0
2, 501, 0.000001, 458, 0
3, 502, 0.000001, 516, 0
4, 503, 0.000001, 506, 0
5, 503, 0.000001, 552, 0
6, 503, 0.000002, 529, 0
7, 504, 0.000002, 448, 0
8, 504, 0.000002, 462, 0
9, 505, 0.000002, 514, 0
10, 505, 0.000002, 383, 0
11, 506, 0.000002, 499, 0
12, 506, 0.000002, 505, 0
13, 506, 0.000001, 327, 0
14, 507, 0.000001, 355, 0
15, 508, 0.000001, 328, 0
16, 508, 0.000001, 426, 0
17, 508, 0.000001, 350, 0
18, 509, 0.000001, 294, 0
19, 510, 0.000001, 322, 0
20, 511, 0.000001, 340, 0
21, 511, 0.000001, 373, 0
22, 512, 0.000001, 394, 0
23, 512, 0.000001, 441, 0
24, 512, 0.000001, 421, 0
25, 512, 0.000002, 501, 0
26, 512, 0.000003, 501, 0
27, 513, 0.000003, 482, 0
28, 514, 0.000002, 502, 0
29, 515, 0.000001, 488, 0
30, 515, 0.000001, 463, 0
31, 516, 0.000001, 575, 0
32, 516, 0.000001, 613, 0
33, 516, 0.000001, 550, 0
34, 516, 0.000001, 538, 0
35, 517, 0.000001, 458, 0
36, 518, 0.000002, 567, 0
37, 519, 0.000002, 505, 0
38, 520, 0.000002, 627, 0
39, 520, 0.000002, 575, 0
40, 521, 0.000001, 652, 0
41, 521, 0.000002, 614, 0
42, 522, 0.000002, 548, 0
43, 523, 0.000002, 542, 0
44, 523, 0.000002, 579, 0
45, 524, 0.000002, 615, 0
46, 525, 0.000002, 529, 0
47, 526, 0.000002, 577, 0
48, 527, 0.000002, 643, 0
49, 528, 0.000002, 716, 0
50, 529, 0.000002, 759, 0
51, 529, 0.000001, 647, 0
52, 530, 0.000002, 733, 0
53, 531, 0.000002, 661, 0
54, 531, 0.000002, 672, 0
55, 532, 0.000002, 770, 0
56, 532, 0.000002, 781, 0
57, 533, 0.000001, 720, 0
58, 533, 0.000001, 739, 0
59, 534, 0.000001, 650, 0
60, 535, 0.000001, 724, 0
61, 535, 0.000001, 746, 0
62, 536, 0.000001, 753, 0
63, 536, 0.000002, , 1
