Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 0.000000, 328, 0
1, 501, 0.000000, 339, 0
2, 501, 0.000000, 436, 0
3, 502, 0.000000, 298, 0
4, 503, 0.000000, 237, 0
5, 503, 0.000000, 306, 0
6, 504, 0.000000, 269, 0
7, 504, 0.000000, 264, 0
8, 505, 0.000000, 338, 0
9, 505, 0.000001, 261, 0
10, 505, 0.000001, 291, 0
11, 506, 0.000001, 222, 0
12, 506, 0.000001, 219, 0
13, 507, 0.000001, 229, 0
14, 507, 0.000001, 271, 0
15, 507, 0.000001, 225, 0
16, 507, 0.000002, 233, 0
17, 507, 0.000002, 286, 0
18, 508, 0.000002, 252, 0
19, 509, 0.000002, 226, 0
20, 509, 0.000001, 273, 0
21, 510, 0.000001, 236, 0
22, 511, 0.000001, 246, 0
23, 511, 0.000002, 312, 0
24, 512, 0.000002, 289, 0
25, 513, 0.000001, 308, 0
26, 514, 0.000001, 344, 0
27, 515, 0.000001, 313, 0
28, 516, 0.000001, 385, 0
29, 517, 0.000002, 322, 0
30, 517, 0.000001, 321, 0
31, 518, 0.000001, 389, 0
32, 518, 0.000001, 335, 0
33, 518, 0.000001, 411, 0
34, 519, 0.000001, 339, 0
35, 519, 0.000001, 318, 0
36, 520, 0.000001, 405, 0
37, 520, 0.000001, 334, 0
38, 520, 0.000001, 399, 0
39, 520, 0.000001, 382, 0
40, 520, 0.000001, 402, 0
41, 520, 0.000001, 328, 0
42, 520, 0.000001, 321, 0
43, 521, 0.000001, 314, 0
44, 521, 0.000001, 244, 0
45, 522, 0.000002, 263, 0
46, 523, 0.000002, 350, 0
47, 524, 0.000001, 341, 0
48, 524, 0.000001, 400, 0
49, 524, 0.000001, 331, 0
50, 525, 0.000001, 412, 0
51, 525, 0.000001, 345, 0
52, 526, 0.000001, 403, 0
53, 527, 0.000002, 365, 0
54, 527, 0.000001, 418, 0
55, 528, 0.000001, 373, 0
56, 529, 0.000001, 370, 0
57, 529, 0.000001, 415, 0
58, 530, 0.000001, 398, 0
59, 530, 0.000001, 436, 0
60, 530, 0.000001, 392, 0
61, 531, 0.000001, 420, 0
62, 531, 0.000001, 352, 0
63, 531, 0.000001, 397, 0
64, 532, 0.000001, 350, 0
65, 532, 0.000001, 387, 0
66, 532, 0.000001, 332, 0
67, 532, 0.000001, 357, 0
68, 533, 0.000001, 291, 0
69, 533, 0.000001, 275, 0
70, 534, 0.000001, 326, 0
71, 535, 0.000001, 276, 0
72, 535, 0.000001, 288, 0
73, 536, 0.000001, 326, 0
74, 536, 0.000001, 305, 0
75, 536, 0.000001, 348, 0
