Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 19.698890, 465, 0, 28.206603
1, 500, 19.645356, 457, 0, 21.777680
2, 500, 19.558740, 429, 0, 18.417958
3, 500, 19.598851, 405, 0, 16.581133
4, 500, 19.560487, 407, 0, 15.500833
5, 500, 19.681593, 401, 0, 14.721804
6, 500, 19.671442, 389, 0, 14.532637
7, 500, 19.664001, 378, 0, 14.518640
8, 500, 19.683441, 365, 0, 14.282219
9, 500, 19.557458, 382, 0, 14.438722
10, 500, 19.524601, 373, 0, 14.608347
11, 500, 19.621875, 362, 0, 14.282981
12, 500, 19.633790, 385, 0, 14.346496
13, 500, 19.551596, 357, 0, 14.611052
14, 500, 19.466540, 375, 0, 14.566171
15, 500, 19.443803, 346, 0, 14.364284
16, 500, 19.383869, 349, 0, 14.507325
17, 500, 19.520718, 319, 0, 14.388934
18, 500, 19.492639, 334, 0, 14.332896
19, 500, 19.396628, 321, 0, 14.226706
20, 500, 19.318596, 341, 0, 14.781061
21, 500, 19.448061, 337, 0, 14.318744
22, 500, 19.404780, 338, 0, 14.341508
23, 500, 19.390212, 335, 0, 14.687892
24, 500, 19.348953, 326, 0, 14.416414
25, 500, 19.406978, 321, 0, 14.145384
26, 500, 19.349614, 311, 0, 14.324261
27, 500, 19.383816, 314, 0, 14.534062
28, 500, 19.382140, 313, 0, 14.724878
29, 500, 19.501442, 306, 0, 14.372220
30, 500, 19.421219, 301, 0, 14.332779
31, 500, 19.277294, 297, 0, 14.033030
32, 500, 19.343989, 305, 0, 14.192153
33, 500, 19.443338, 291, 0, 14.148622
34, 500, 19.406810, 290, 0, 14.115909
35, 500, 19.398644, 329, 0, 14.098954
36, 500, 19.487502, 327, 0, 14.436118
37, 500, 19.407148, 279, 0, 14.432117
38, 500, 19.351605, 295, 0, 13.689912
39, 500, 19.353275, 289, 0, 13.935356
40, 500, 19.340986, 289, 0, 14.117084
41, 500, 19.317244, 282, 0, 14.181215
42, 500, 19.424616, 293, 0, 14.691150
43, 500, 19.352162, 281, 0, 14.518185
44, 500, 19.461071, 288, 0, 14.799112
45, 500, 19.562117, 285, 0, 14.940985
46, 500, 19.481304, 271, 0, 14.468551
47, 500, 19.457122, 275, 0, 14.363810
48, 500, 19.410582, 283, 0, 14.471557
49, 500, 19.419963, 287, 0, 14.565991
50, 500, 19.452905, 286, 0, 14.392911
51, 500, 19.445106, 286, 0, 14.460323
52, 500, 19.515880, 286, 0, 14.370105
53, 500, 19.451298, 274, 0, 14.378159
54, 500, 19.379223, 281, 0, 14.297466
55, 500, 19.297079, 275, 0, 14.449407
56, 500, 19.411633, 278, 0, 13.969165
57, 500, 19.411541, 272, 0, 14.075567
58, 500, 19.379389, 274, 0, 13.942613
59, 500, 19.388912, 287, 0, 13.714343
60, 500, 19.307469, 264, 0, 14.091470
61, 500, 19.292182, 270, 0, 13.925107
62, 500, 19.236806, 296, 0, 13.845181
63, 500, 19.369503, 283, 0, 14.207860
64, 500, 19.384967, 262, 0, 14.343855
65, 500, 19.364980, 277, 0, 14.159644
66, 500, 19.411748, 276, 0, 14.198091
67, 500, 19.368137, 274, 0, 14.816641
68, 500, 19.388365, 286, 0, 14.420001
69, 500, 19.404043, 260, 0, 14.314047
70, 500, 19.302297, 264, 0, 14.338644
71, 500, 19.373351, 271, 0, 14.462123
72, 500, 19.410604, 269, 0, 14.273160
73, 500, 19.345800, 278, 0, 14.480750
74, 500, 19.359520, 283, 0, 14.302114
75, 500, 19.354630, 277, 0, 13.727176
76, 500, 19.258179, 287, 0, 14.318069
77, 500, 19.295395, 272, 0, 14.082594
78, 500, 19.345826, 269, 0, 14.111025
79, 500, 19.307237, 286, 0, 14.020642
80, 500, 19.279715, 286, 0, 14.479371
81, 500, 19.291724, 298, 0, 14.154799
82, 500, 19.357200, 260, 0, 13.778541
83, 500, 19.320882, 269, 0, 14.309137
84, 500, 19.315785, 262, 0, 14.422624
85, 500, 19.350337, 272, 0, 13.843525
86, 500, 19.433134, 272, 0, 13.532870
87, 500, 19.345084, 276, 0, 13.768965
88, 500, 19.340806, 276, 0, 14.082476
89, 500, 19.374953, 262, 0, 14.188726
90, 500, 19.369367, 255, 0, 14.444908
91, 500, 19.284926, 260, 0, 14.662521
92, 500, 19.303234, 268, 0, 14.423793
93, 500, 19.311947, 264, 0, 14.973456
94, 500, 19.376606, 264, 0, 14.359005
95, 500, 19.469628, 278, 0, 14.162952
96, 500, 19.405709, 264, 0, 14.528339
97, 500, 19.305665, 268, 0, 14.696776
98, 500, 19.365535, 265, 0, 14.157970
99, 500, 19.217009, 265, 0, 13.907841
100, 500, 19.314846, 277, 0, 14.074800
101, 500, 19.332114, 259, 0, 14.258796
102, 500, 19.269285, 264, 0, 14.766739
103, 500, 19.265504, 277, 0, 14.518950
104, 500, 19.189104, 262, 0, 14.415295
105, 500, 19.343947, 269, 0, 14.416675
106, 500, 19.243236, 257, 0, 14.151281
107, 500, 19.389249, 276, 0, 13.863215
108, 500, 19.250866, 248, 0, 14.002652
109, 500, 19.281002, 262, 0, 14.012371
110, 500, 19.329477, 278, 0, 14.023840
111, 500, 19.249358, 272, 0, 14.904506
112, 500, 19.262793, 266, 0, 14.603138
113, 500, 19.268315, 257, 0, 14.342215
114, 500, 19.369696, 268, 0, 14.284665
115, 500, 19.399876, 266, 0, 14.384811
116, 500, 19.462839, 270, 0, 14.320204
117, 500, 19.420421, 282, 0, 14.286754
118, 500, 19.278836, 271, 0, 14.273439
119, 500, 19.331511, 261, 0, 14.778846
120, 500, 19.304915, 250, 0, 14.221957
121, 500, 19.410828, 261, 0, 14.591672
122, 500, 19.432138, 278, 0, 14.534724
123, 500, 19.376575, 256, 0, 14.506936
124, 500, 19.358586, 260, 0, 14.583367
125, 500, 19.312281, 272, 0, 14.839947
126, 500, 19.372603, 257, 0, 14.143932
127, 500, 19.368760, 257, 0, 13.685446
128, 500, 19.309663, 269, 0, 14.400618
129, 500, 19.301545, 275, 0, 14.295347
130, 500, 19.312385, 263, 0, 14.446223
131, 500, 19.261435, 264, 0, 14.144875
132, 500, 19.214815, 267, 0, 14.008649
133, 500, 19.384807, 271, 0, 14.672229
134, 500, 19.300502, 274, 0, 14.397711
135, 500, 19.268180, 272, 0, 14.112983
136, 500, 19.217933, 266, 0, 14.430850
137, 500, 19.214834, 274, 0, 14.402684
138, 500, 19.247506, 271, 0, 14.639083
139, 500, 19.224226, 264, 0, 14.289515
140, 500, 19.262574, 265, 0, 14.629351
141, 500, 19.231194, 263, 0, 14.472554
142, 500, 19.278101, 253, 0, 14.436952
143, 500, 19.202523, 283, 0, 14.301266
144, 500, 19.286406, 279, 0, 14.675537
145, 500, 19.215047, 271, 0, 14.113505
146, 500, 19.146055, 250, 0, 13.597067
147, 500, 19.208404, 264, 0, 14.351123
148, 500, 19.174291, 262, 0, 14.368877
149, 500, 19.221986, 263, 0, 14.589830
150, 500, 19.378945, 257, 0, 14.337460
151, 500, 19.318297, 254, 0, 13.677319
152, 500, 19.286749, 262, 0, 14.312242
153, 500, 19.205614, 260, 0, 14.524082
154, 500, 19.217667, 261, 0, 14.230976
155, 500, 19.294990, 262, 0, 14.495565
156, 500, 19.246557, 269, 0, 14.127010
157, 500, 19.300814, 263, 0, 14.004506
158, 500, 19.266505, 253, 0, 14.125085
159, 500, 19.326015, 260, 0, 14.015537
160, 500, 19.306445, 262, 0, 14.030491
161, 500, 19.292186, 261, 0, 14.544912
162, 500, 19.404656, 263, 0, 14.931499
163, 500, 19.308768, 264, 0, 14.547447
164, 500, 19.260362, 243, 0, 14.367308
165, 500, 19.281550, 268, 0, 14.131632
166, 500, 19.261373, 272, 0, 14.294826
167, 500, 19.312354, 253, 0, 14.695952
168, 500, 19.267944, 254, 0, 13.867144
169, 500, 19.213008, 240, 0, 13.866823
170, 500, 19.325422, 246, 0, 13.917751
171, 500, 19.236902, 259, 0, 14.452408
172, 500, 19.307052, 258, 0, 14.349564
173, 500, 19.245853, 263, 0, 14.342178
174, 500, 19.272504, 274, 0, 15.286185
175, 500, 19.351506, 254, 0, 14.793837
176, 500, 19.290169, 249, 0, 14.531868
177, 500, 19.272560, 250, 0, 15.050413
178, 500, 19.246846, 269, 0, 14.528142
179, 500, 19.271009, 265, 0, 14.067042
180, 500, 19.360364, 258, 0, 13.554407
181, 500, 19.307632, 250, 0, 14.091157
182, 500, 19.342910, 250, 0, 13.865787
183, 500, 19.280485, 259, 0, 14.145627
184, 500, 19.276983, 257, 0, 13.862717
185, 500, 19.420245, 256, 0, 14.002421
186, 500, 19.311953, 260, 0, 14.131634
187, 500, 19.329625, 251, 0, 14.024125
188, 500, 19.256833, 241, 0, 13.982422
189, 500, 19.295595, 252, 0, 13.695211
190, 500, 19.329971, 265, 0, 14.112745
191, 500, 19.282474, 262, 0, 14.299878
192, 500, 19.226929, 257, 0, 14.124781
193, 500, 19.346119, 272, 0, 14.451065
194, 500, 19.352167, 245, 0, 13.780309
195, 500, 19.230109, 259, 0, 14.289273
196, 500, 19.385348, 261, 0, 14.052422
197, 500, 19.311277, 268, 0, 14.338248
198, 500, 19.268514, 250, 0, 13.970432
199, 500, 19.282355, 255, 0, 13.590674
200, 500, 19.214328, 260, 0, 13.888642
201, 500, 19.265940, 250, 0, 14.190903
202, 500, 19.218538, 262, 0, 14.339398
203, 500, 19.234136, 259, 0, 14.176425
204, 500, 19.290770, 255, 0, 13.827072
205, 500, 19.329135, 265, 0, 14.363686
206, 500, 19.354215, 256, 0, 14.298989
207, 500, 19.321278, 251, 0, 13.955971
208, 500, 19.269922, 256, 0, 13.945770
209, 500, 19.324665, 255, 0, 14.171947
210, 500, 19.270295, 258, 0, 14.155982
211, 500, 19.293390, 253, 0, 13.753468
212, 500, 19.323723, 258, 0, 13.739371
213, 500, 19.273218, 252, 0, 14.546631
214, 500, 19.188911, 258, 0, 14.346263
215, 500, 19.306215, 268, 0, 15.056811
216, 500, 19.346443, 252, 0, 15.170468
217, 500, 19.300162, 254, 0, 14.561531
218, 500, 19.258220, 248, 0, 14.424522
219, 500, 19.344186, 245, 0, 13.615258
220, 500, 19.293512, 253, 0, 13.871109
221, 500, 19.327605, 251, 0, 14.526660
222, 500, 19.383231, 252, 0, 14.325492
223, 500, 19.361573, 260, 0, 14.325730
224, 500, 19.232497, 255, 0, 14.336680
225, 500, 19.294551, 240, 0, 14.068950
226, 500, 19.221819, 249, 0, 14.474704
227, 500, 19.317607, 252, 0, 14.645218
228, 500, 19.248407, 250, 0, 14.493123
229, 500, 19.217252, 261, 0, 14.482011
230, 500, 19.183269, 249, 0, 14.076115
231, 500, 19.208445, 258, 0, 14.888528
232, 500, 19.214492, 254, 0, 14.878248
233, 500, 19.278835, 266, 0, 14.504625
234, 500, 19.332241, 266, 0, 14.431098
235, 500, 19.292835, 251, 0, 14.450579
236, 500, 19.253326, 257, 0, 14.689243
237, 500, 19.198063, 258, 0, 15.058153
238, 500, 19.309827, 260, 0, 14.383511
239, 500, 19.330489, 264, 0, 14.613467
240, 500, 19.230790, 251, 0, 14.110310
241, 500, 19.298085, 245, 0, 13.900057
242, 500, 19.321724, 243, 0, 14.077739
243, 500, 19.241075, 245, 0, 14.513844
244, 500, 19.217459, 263, 0, 14.060653
245, 500, 19.146366, 259, 0, 13.840813
246, 500, 19.237875, 257, 0, 14.125996
247, 500, 19.236006, 245, 0, 13.591643
248, 500, 19.217622, 237, 0, 13.800055
249, 500, 19.202635, 249, 0, 13.899833
250, 500, 19.190403, 245, 0, 14.336191
251, 500, 19.189494, 244, 0, 14.363836
252, 500, 19.231915, 269, 0, 14.216216
253, 500, 19.255651, 272, 0, 14.002417
254, 500, 19.201563, 262, 0, 13.954701
255, 500, 19.265712, 254, 0, 14.038364
256, 500, 19.280691, 248, 0, 14.225256
257, 500, 19.215029, 243, 0, 14.187373
