Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 31.185556, 131, 0, 28.260445
1, 78, 31.568941, 72, 0, 20.469410
2, 72, 31.558276, 59, 0, 17.521417
3, 74, 31.771015, 72, 0, 15.889648
4, 82, 30.327405, 76, 0, 14.819498
5, 90, 30.446007, 90, 0, 14.649346
6, 94, 30.508533, 81, 0, 15.219925
7, 90, 30.346739, 89, 0, 13.884927
8, 100, 30.087710, 106, 0, 14.376625
9, 110, 30.229145, 114, 0, 14.782569
10, 126, 30.026079, 124, 0, 15.483627
11, 132, 29.318275, 126, 0, 15.561920
12, 140, 28.815819, 136, 0, 16.302170
13, 156, 29.432829, 147, 0, 15.688942
14, 164, 29.070528, 146, 0, 15.310328
15, 166, 29.272535, 153, 0, 16.051126
16, 176, 28.128021, 179, 0, 16.199315
17, 204, 27.767959, 200, 0, 15.189692
18, 228, 27.155642, 207, 0, 14.780722
19, 238, 26.583209, 219, 0, 15.487978
20, 256, 26.908974, 219, 0, 14.393418
21, 276, 26.962107, 239, 0, 13.482890
22, 284, 26.684556, 239, 0, 14.047012
23, 298, 26.325127, , 1, 14.164956
