Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 28.355848, 380, 0
1, 501, 28.264400, 359, 0
2, 501, 28.532114, 383, 0
3, 501, 28.204648, 347, 0
4, 502, 27.995750, 381, 0
5, 502, 28.207731, 333, 0
6, 502, 28.306674, 347, 0
7, 502, 28.346449, 377, 0
8, 503, 28.265051, 364, 0
9, 503, 28.214201, 324, 0
10, 503, 28.478844, 312, 0
11, 503, 28.481068, 428, 0
12, 504, 28.114662, 326, 0
13, 505, 28.158683, 307, 0
14, 506, 28.098117, 330, 0
15, 506, 28.277549, 285, 0
16, 507, 28.125252, 348, 0
17, 507, 28.098786, 310, 0
18, 508, 28.319697, 286, 0
19, 509, 28.066577, 314, 0
20, 510, 28.183810, 402, 0
21, 510, 28.352562, 400, 0
22, 510, 27.998532, 356, 0
23, 510, 27.981161, 385, 0
24, 510, 28.241341, 309, 0
25, 511, 27.909587, 288, 0
26, 511, 28.231235, 473, 0
27, 511, 28.397145, 342, 0
28, 512, 28.308881, 289, 0
29, 512, 28.158008, 398, 0
30, 512, 28.154617, 332, 0
31, 513, 28.396802, 308, 0
32, 514, 28.331762, 350, 0
33, 514, 28.523703, 255, 0
34, 514, 28.151281, 371, 0
35, 515, 28.039391, 309, 0
36, 515, 28.219801, 284, 0
37, 515, 28.431265, 264, 0
38, 515, 28.139385, 228, 0
39, 516, 28.016237, 259, 0
40, 516, 27.996509, 284, 0
41, 516, 27.787174, 243, 0
42, 516, 27.863369, 220, 0
43, 516, 27.854699, 246, 0
44, 517, 28.098847, 225, 0
45, 518, 27.810201, 212, 0
46, 518, 27.821125, 217, 0
47, 519, 27.647306, 291, 0
48, 520, 27.961136, 275, 0
49, 521, 28.276260, 227, 0
50, 521, 28.037093, 232, 0
51, 522, 28.198450, 254, 0
52, 522, 28.040614, 238, 0
53, 523, 28.059976, 281, 0
54, 523, 28.066623, 368, 0
55, 524, 27.832231, 379, 0
56, 524, 27.553719, 307, 0
57, 525, 27.575637, 271, 0
58, 525, 27.800625, 293, 0
59, 526, 27.794609, 299, 0
60, 527, 27.862532, 299, 0
61, 527, 27.795125, 275, 0
62, 527, 27.756689, 280, 0
63, 528, 27.734433, 236, 0
64, 528, 27.765680, 249, 0
65, 528, 27.863381, 238, 0
66, 529, 28.068919, 239, 0
67, 530, 28.277225, 285, 0
68, 531, 28.070038, 284, 0
69, 531, 28.275931, 231, 0
70, 532, 28.051561, 198, 0
71, 533, 28.036882, 263, 0
72, 533, 28.063574, 263, 0
73, 534, 27.961728, 234, 0
74, 535, 28.115786, 310, 0
75, 535, 27.739271, 244, 0
76, 535, 27.799321, 191, 0
77, 536, 27.686965, 247, 0
78, 536, 27.937167, 267, 0
79, 536, 27.778152, 230, 0
80, 537, 27.636683, 250, 0
81, 538, 28.180681, 196, 0
82, 539, 27.945934, 266, 0
83, 540, 28.064959, 246, 0
84, 540, 27.754881, 242, 0
85, 540, 27.904627, 245, 0
86, 541, 27.711280, 260, 0
87, 541, 27.682559, 214, 0
88, 541, 27.870769, 254, 0
89, 542, 27.739838, 336, 0
90, 543, 27.832405, 203, 0
91, 544, 27.620048, 267, 0
92, 545, 27.636377, 257, 0
93, 546, 27.716908, 305, 0
94, 547, 27.937218, 195, 0
95, 548, 27.897257, 217, 0
96, 548, 28.015932, 183, 0
97, 548, 27.623217, 317, 0
98, 549, 27.705289, 269, 0
99, 550, 27.741397, 281, 0
100, 550, 27.736923, 201, 0
101, 551, 28.048005, 224, 0
102, 551, 28.190364, 280, 0
103, 552, 27.920944, 240, 0
104, 553, 27.907928, 310, 0
105, 554, 27.710192, 263, 0
106, 555, 27.641918, 285, 0
107, 555, 27.425378, 244, 0
108, 556, 27.474628, 243, 0
109, 557, 27.627983, 255, 0
110, 558, 27.719816, 274, 0
111, 558, 28.091261, 273, 0
112, 558, 28.152516, 283, 0
113, 558, 28.076972, 271, 0
114, 558, 28.025575, 232, 0
115, 558, 27.985910, 267, 0
116, 559, 27.989234, 309, 0
117, 560, 27.811838, 243, 0
118, 561, 27.991934, 336, 0
119, 561, 28.114350, 295, 0
120, 561, 28.006920, 299, 0
121, 561, 28.311636, 311, 0
122, 562, 28.379437, 238, 0
123, 562, 28.065860, 219, 0
124, 562, 27.897389, 288, 0
125, 563, 27.685220, 235, 0
126, 564, 27.832242, 300, 0
127, 565, 27.844539, 298, 0
128, 566, 27.781491, 250, 0
129, 567, 27.643198, 234, 0
130, 568, 27.764319, 278, 0
131, 569, 27.691713, 262, 0
132, 570, 27.757651, 225, 0
133, 570, 27.856323, 346, 0
134, 571, 27.953985, 298, 0
135, 572, 27.503290, 218, 0
136, 572, 27.312135, 341, 0
137, 572, 27.778414, 274, 0
138, 572, 27.704391, 265, 0
139, 573, 27.802078, 281, 0
140, 574, 28.195568, 304, 0
141, 574, 27.779207, 237, 0
142, 575, 27.753966, 242, 0
143, 575, 27.925584, 244, 0
144, 576, 28.064872, 226, 0
145, 576, 27.842713, 272, 0
146, 576, 27.702549, 222, 0
147, 577, 27.733898, 345, 0
148, 578, 27.870776, 200, 0
149, 579, 27.668477, 225, 0
150, 579, 27.323298, 246, 0
151, 580, 27.512962, 223, 0
152, 580, 27.403352, 211, 0
153, 580, 27.378782, 227, 0
154, 581, 27.523580, 252, 0
155, 581, 27.657916, 306, 0
156, 581, 27.579807, 240, 0
157, 582, 27.706693, 270, 0
158, 582, 27.925303, 239, 0
159, 582, 27.622619, 219, 0
