Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 0.581168, 635, 0, 0.000000
1, 501, 0.719189, 574, 0, 0.000000
2, 502, 0.611315, 571, 0, 0.000000
3, 503, 0.528083, 635, 0, 0.000000
4, 504, 0.443143, 516, 0, 0.000000
5, 505, 0.421223, 558, 0, 0.000000
6, 506, 0.384204, 513, 0, 0.000000
7, 507, 0.417177, 539, 0, 0.000000
8, 508, 0.364046, 703, 0, 0.000000
9, 509, 0.401949, 555, 0, 0.000000
10, 509, 0.359448, 582, 0, 0.000000
11, 509, 0.325184, 675, 0, 0.000000
12, 510, 0.316814, 529, 0, 0.000000
13, 510, 0.308020, 703, 0, 0.000000
14, 511, 0.318596, 641, 0, 0.000000
15, 512, 0.300013, 743, 0, 0.000000
16, 513, 0.306035, 753, 0, 0.000000
17, 514, 0.316610, 526, 0, 0.000000
18, 515, 0.302446, 837, 0, 0.000000
19, 516, 0.292771, 652, 0, 0.000000
20, 516, 0.321908, , 1, 0.000000
