Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 10.807912, 334, 0
1, 501, 10.824502, 391, 0
2, 501, 10.896689, 396, 0
3, 501, 10.967753, 308, 0
4, 501, 11.024275, 365, 0
5, 501, 10.991382, 357, 0
6, 501, 11.014241, 337, 0
7, 502, 11.089362, 323, 0
8, 503, 10.930800, 416, 0
9, 503, 11.015085, 393, 0
10, 503, 10.980029, 328, 0
11, 504, 11.099532, 308, 0
12, 505, 11.025223, 327, 0
13, 506, 10.814176, 276, 0
14, 506, 10.795253, 337, 0
15, 507, 10.859840, 332, 0
16, 507, 10.709612, 239, 0
17, 507, 10.873251, 328, 0
18, 507, 10.744091, 273, 0
19, 508, 10.664730, 286, 0
20, 509, 10.663264, 255, 0
21, 510, 10.624594, 288, 0
22, 511, 10.639170, 221, 0
23, 511, 10.687550, 253, 0
24, 512, 10.607690, 243, 0
25, 513, 10.843172, 288, 0
26, 514, 10.880997, 258, 0
27, 515, 10.887236, 242, 0
28, 515, 10.829416, 289, 0
29, 515, 11.057699, 286, 0
30, 515, 10.917969, 253, 0
31, 516, 10.697375, 212, 0
32, 517, 10.694611, 232, 0
33, 518, 10.828129, 255, 0
34, 518, 10.746878, 255, 0
35, 518, 10.600341, 227, 0
36, 518, 10.739271, 255, 0
37, 519, 10.767037, 234, 0
38, 520, 10.794427, 217, 0
39, 521, 10.741680, 204, 0
40, 522, 10.923388, 215, 0
41, 523, 10.888557, 252, 0
42, 523, 11.016834, 250, 0
43, 524, 10.992048, 216, 0
44, 524, 10.769126, 224, 0
45, 524, 10.801874, 225, 0
46, 524, 10.783051, 242, 0
47, 525, 10.779677, 225, 0
48, 525, 10.772519, 232, 0
49, 526, 10.842056, 250, 0
50, 526, 10.806831, 223, 0
51, 526, 10.978872, 274, 0
52, 526, 10.694987, 315, 0
53, 526, 10.709519, 256, 0
54, 526, 10.633095, 280, 0
55, 527, 10.591685, 235, 0
56, 528, 10.705814, 235, 0
57, 529, 10.647858, 238, 0
58, 530, 10.716583, 234, 0
59, 530, 10.646886, 262, 0
60, 530, 10.630804, 206, 0
61, 531, 10.683425, 228, 0
62, 531, 10.675040, 243, 0
63, 532, 10.617283, 218, 0
64, 533, 10.652573, 231, 0
65, 533, 10.714829, 251, 0
66, 534, 10.776121, 256, 0
67, 535, 10.681301, 256, 0
68, 536, 10.722645, 259, 0
69, 537, 10.797249, 217, 0
70, 538, 10.920550, 283, 0
71, 538, 10.688396, 220, 0
72, 539, 10.708033, 287, 0
73, 540, 10.589740, 236, 0
74, 540, 10.684898, 205, 0
75, 541, 10.763062, 264, 0
76, 541, 10.537421, 250, 0
77, 542, 10.513359, 259, 0
78, 542, 10.551097, 263, 0
79, 543, 10.498730, 228, 0
