Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found, Average Choosiness
0, 500, 31.490665, 141, 0, 27.506307
1, 90, 31.448458, 101, 0, 21.987334
2, 92, 30.987676, 114, 0, 18.687603
3, 106, 30.825501, 118, 0, 16.975417
4, 112, 30.899073, 107, 0, 15.822419
5, 116, 31.551383, 108, 0, 14.618316
6, 114, 31.514771, 114, 0, 14.999993
7, 118, 31.758705, 109, 0, 15.058606
8, 108, 31.379175, 101, 0, 13.363069
9, 106, 31.184991, 106, 0, 14.595651
10, 106, 30.191620, 105, 0, 14.673835
11, 114, 30.249999, 113, 0, 15.027028
12, 122, 29.876326, 109, 0, 15.872865
13, 120, 29.671863, 123, 0, 15.573185
14, 132, 29.923046, 130, 0, 14.967060
15, 150, 30.250547, 146, 0, 14.933664
16, 172, 30.416456, 158, 0, 15.368098
17, 172, 30.500073, 191, 0, 15.315020
18, 194, 29.923834, 184, 0, 15.426478
19, 198, 30.402950, 195, 0, 15.099690
20, 200, 30.045065, 221, 0, 15.533963
21, 228, 30.052343, 201, 0, 14.853773
22, 226, 30.668647, 185, 0, 15.224826
23, 214, 31.014647, 210, 0, 14.124375
24, 220, 30.191890, 211, 0, 14.492963
25, 232, 30.280127, 227, 0, 15.272753
26, 258, 30.039120, 245, 0, 15.084098
27, 258, 29.574028, 266, 0, 14.448560
28, 280, 29.442126, 268, 0, 14.358643
29, 274, 30.090421, 236, 0, 14.246802
30, 258, 29.250775, 237, 0, 14.458993
31, 278, 29.542103, 255, 0, 14.734447
32, 290, 28.885958, 273, 0, 15.355467
33, 312, 28.736380, 263, 0, 14.719011
34, 316, 28.485741, 287, 0, 15.332039
35, 338, 28.567231, 291, 0, 15.052601
36, 350, 27.990056, 318, 0, 14.972229
37, 370, 28.078905, 313, 0, 15.262483
38, 366, 28.175349, 339, 0, 14.586770
39, 390, 27.474284, 360, 0, 14.630994
40, 420, 27.486026, 380, 0, 14.839174
41, 430, 26.638649, 420, 0, 14.458709
42, 450, 26.129940, 394, 0, 14.424521
43, 486, 26.631205, 429, 0, 14.760227
44, 504, 27.092985, 431, 0, 14.672477
45, 512, 26.264627, 485, 0, 14.550544
46, 550, 26.707497, 473, 0, 14.819055
47, 528, 26.181038, , 1, 14.804189
