Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 0.358043, 326, 0
1, 500, 0.450583, 368, 0
2, 500, 0.306926, 325, 0
3, 501, 0.274697, 337, 0
4, 501, 0.297273, 306, 0
5, 502, 0.304141, 342, 0
6, 502, 0.285777, 309, 0
7, 502, 0.276812, 325, 0
8, 503, 0.289153, 325, 0
9, 503, 0.282235, 342, 0
10, 503, 0.286561, 331, 0
11, 504, 0.302853, 361, 0
12, 504, 0.293648, 345, 0
13, 505, 0.302486, 352, 0
14, 506, 0.308919, 295, 0
15, 506, 0.315316, 324, 0
16, 506, 0.324846, 298, 0
17, 507, 0.343481, 330, 0
18, 508, 0.324175, 294, 0
19, 508, 0.350423, 324, 0
20, 508, 0.326207, 334, 0
21, 509, 0.319678, 313, 0
22, 510, 0.318542, 331, 0
23, 510, 0.324640, 309, 0
24, 511, 0.316726, 337, 0
25, 512, 0.317871, 325, 0
26, 513, 0.319001, 363, 0
27, 514, 0.325664, 325, 0
28, 515, 0.324634, 356, 0
29, 516, 0.317225, 336, 0
30, 517, 0.318808, 379, 0
31, 518, 0.323892, 409, 0
32, 519, 0.325270, 358, 0
33, 520, 0.315134, 401, 0
34, 520, 0.327267, 362, 0
35, 520, 0.312643, 379, 0
36, 520, 0.305532, 360, 0
37, 521, 0.340371, 363, 0
38, 522, 0.319113, 340, 0
39, 523, 0.317540, 358, 0
40, 523, 0.343600, 318, 0
41, 524, 0.341037, 370, 0
42, 524, 0.354141, 317, 0
43, 525, 0.355699, 388, 0
44, 525, 0.321291, 324, 0
45, 526, 0.334224, 341, 0
46, 526, 0.322214, 311, 0
47, 527, 0.303931, 347, 0
48, 527, 0.295677, 328, 0
49, 528, 0.283874, 355, 0
50, 529, 0.275923, 326, 0
51, 530, 0.297738, 371, 0
52, 530, 0.259196, 357, 0
53, 531, 0.260792, 378, 0
54, 531, 0.257888, 358, 0
55, 531, 0.259177, 389, 0
56, 531, 0.249882, 379, 0
57, 532, 0.237563, 400, 0
58, 532, 0.260998, 398, 0
59, 532, 0.238464, 421, 0
60, 533, 0.270547, 443, 0
61, 534, 0.258191, 402, 0
62, 535, 0.239630, 444, 0
63, 536, 0.238592, 406, 0
64, 536, 0.228536, 423, 0
65, 537, 0.238095, 428, 0
66, 538, 0.254323, 438, 0
67, 538, 0.247073, 414, 0
68, 538, 0.250908, 415, 0
69, 539, 0.250470, 431, 0
70, 539, 0.247132, 428, 0
71, 540, 0.233959, 454, 0
72, 541, 0.229956, 455, 0
73, 541, 0.240188, 445, 0
74, 541, 0.234011, 496, 0
75, 541, 0.246316, 466, 0
76, 541, 0.226449, 456, 0
77, 542, 0.227925, 471, 0
78, 542, 0.238217, 481, 0
79, 542, 0.238865, 451, 0
80, 542, 0.240678, 493, 0
81, 542, 0.257475, 477, 0
82, 542, 0.243350, 519, 0
83, 543, 0.221888, 534, 0
84, 543, 0.220424, 533, 0
85, 543, 0.228663, 504, 0
86, 544, 0.227375, 530, 0
87, 544, 0.228680, 554, 0
88, 544, 0.194428, 550, 0
89, 544, 0.209014, 533, 0
90, 545, 0.224772, 590, 0
91, 545, 0.210788, 585, 0
92, 546, 0.213797, 585, 0
93, 547, 0.209444, 575, 0
94, 547, 0.211158, 574, 0
95, 548, 0.216273, 604, 0
96, 548, 0.221982, 613, 0
97, 549, 0.215766, 616, 0
98, 549, 0.215315, 625, 0
99, 549, 0.216586, 630, 0
100, 549, 0.212769, 616, 0
101, 549, 0.210393, 620, 0
102, 549, 0.217538, 622, 0
103, 549, 0.211566, 619, 0
104, 550, 0.219517, 603, 0
105, 551, 0.204375, 589, 0
106, 552, 0.209983, 620, 0
107, 553, 0.220991, 631, 0
108, 553, 0.212509, 614, 0
109, 554, 0.201182, 626, 0
110, 555, 0.207901, 620, 0
111, 556, 0.212759, 609, 0
112, 556, 0.221276, 635, 0
113, 556, 0.213273, 653, 0
114, 556, 0.228994, 617, 0
115, 557, 0.215906, 621, 0
116, 558, 0.216723, 616, 0
117, 558, 0.202792, 619, 0
118, 558, 0.214304, 649, 0
119, 559, 0.222177, 637, 0
120, 559, 0.225598, 644, 0
121, 559, 0.224745, 643, 0
122, 559, 0.209951, 625, 0
123, 560, 0.222362, 646, 0
124, 561, 0.208357, 653, 0
125, 562, 0.224265, 645, 0
126, 562, 0.229773, 660, 0
127, 562, 0.219414, 670, 0
128, 563, 0.210914, 646, 0
129, 563, 0.212507, 645, 0
130, 563, 0.224770, 678, 0
131, 563, 0.200518, 652, 0
132, 563, 0.221333, 658, 0
133, 564, 0.214187, 697, 0
134, 564, 0.198457, 653, 0
135, 564, 0.218453, 678, 0
136, 565, 0.204600, 671, 0
137, 565, 0.227748, 654, 0
138, 565, 0.220394, 651, 0
139, 566, 0.208641, 632, 0
140, 567, 0.214715, 660, 0
