Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 0.325508, 480, 0
1, 501, 0.571224, 526, 0
2, 502, 0.580193, 552, 0
3, 502, 0.538411, 460, 0
4, 503, 0.519507, 391, 0
5, 504, 0.520375, 637, 0
6, 505, 0.499266, 442, 0
7, 505, 0.520239, 519, 0
8, 505, 0.521704, 459, 0
9, 505, 0.484834, 518, 0
10, 505, 0.393668, 638, 0
11, 506, 0.357926, 470, 0
12, 507, 0.344749, 525, 0
13, 508, 0.334812, 467, 0
14, 509, 0.351413, 505, 0
15, 509, 0.339415, 549, 0
16, 509, 0.339278, 454, 0
17, 509, 0.339209, 534, 0
18, 510, 0.329052, 548, 0
19, 510, 0.333872, 494, 0
20, 511, 0.332875, 544, 0
21, 511, 0.328533, 527, 0
22, 511, 0.331607, 616, 0
23, 511, 0.327309, 584, 0
24, 511, 0.320567, 517, 0
25, 512, 0.335099, 533, 0
26, 513, 0.327738, 579, 0
27, 513, 0.323226, 529, 0
28, 513, 0.371252, 681, 0
29, 513, 0.324684, 596, 0
30, 513, 0.338680, 536, 0
31, 513, 0.325961, 627, 0
32, 513, 0.320472, 665, 0
33, 514, 0.320037, 730, 0
34, 514, 0.359926, 564, 0
35, 514, 0.317101, 657, 0
36, 514, 0.317201, 636, 0
37, 515, 0.311751, 593, 0
38, 515, 0.317407, 665, 0
39, 515, 0.326820, 797, 0
40, 515, 0.307316, 639, 0
41, 516, 0.311929, 539, 0
42, 516, 0.310302, 635, 0
43, 516, 0.301406, 637, 0
44, 516, 0.309638, 500, 0
45, 516, 0.322685, 532, 0
46, 516, 0.338845, 456, 0
47, 517, 0.337842, 593, 0
48, 518, 0.331512, 591, 0
49, 519, 0.320140, 639, 0
50, 519, 0.316947, 575, 0
51, 520, 0.321920, 653, 0
52, 520, 0.318579, 587, 0
53, 521, 0.313469, 546, 0
54, 521, 0.317134, 684, 0
55, 522, 0.316522, 516, 0
56, 523, 0.322558, 632, 0
57, 524, 0.307621, 674, 0
58, 524, 0.309701, 688, 0
59, 525, 0.345250, 592, 0
60, 526, 0.320671, 573, 0
61, 526, 0.329573, 715, 0
62, 527, 0.296722, 682, 0
63, 528, 0.304088, 689, 0
64, 529, 0.326786, 655, 0
65, 529, 0.400362, 681, 0
66, 529, 0.298229, 627, 0
67, 530, 0.362344, 735, 0
68, 530, 0.319888, 666, 0
69, 531, 0.306872, 502, 0
70, 532, 0.323214, 594, 0
71, 532, 0.309109, 648, 0
72, 532, 0.324302, 713, 0
73, 532, 0.322042, 660, 0
74, 532, 0.320150, 673, 0
75, 533, 0.326635, 712, 0
76, 533, 0.326125, 734, 0
77, 533, 0.322492, 600, 0
78, 533, 0.310386, 643, 0
79, 533, 0.350490, 707, 0
80, 534, 0.330157, 579, 0
81, 535, 0.320002, 649, 0
82, 535, 0.311491, 705, 0
83, 536, 0.322211, 830, 0
84, 536, 0.316035, 683, 0
85, 537, 0.340285, 666, 0
86, 537, 0.300527, 713, 0
87, 538, 0.307508, 637, 0
88, 538, 0.410709, 676, 0
89, 538, 0.342288, 723, 0
90, 539, 0.304294, 680, 0
91, 540, 0.309624, 623, 0
92, 540, 0.312821, 615, 0
93, 541, 0.309906, 780, 0
94, 542, 0.309122, 757, 0
95, 543, 0.302829, 807, 0
96, 543, 0.297701, 790, 0
97, 543, 0.298994, 763, 0
98, 544, 0.310270, 758, 0
99, 544, 0.300485, 780, 0
100, 544, 0.307349, 804, 0
101, 544, 0.298497, 762, 0
102, 544, 0.306307, 929, 0
103, 544, 0.308734, 786, 0
104, 545, 0.353852, 873, 0
105, 546, 0.320945, 783, 0
106, 546, 0.297034, 862, 0
107, 547, 0.298081, 856, 0
108, 548, 0.299859, 812, 0
109, 548, 0.296116, 756, 0
110, 548, 0.295705, 860, 0
111, 548, 0.319115, 761, 0
112, 548, 0.299376, 855, 0
113, 549, 0.303791, 716, 0
114, 549, 0.309394, 707, 0
115, 549, 0.300369, 736, 0
116, 550, 0.300646, 714, 0
117, 551, 0.319036, 725, 0
118, 551, 0.299279, 734, 0
119, 552, 0.315610, 887, 0
120, 553, 0.297890, 819, 0
121, 554, 0.306845, 915, 0
122, 554, 0.335876, 714, 0
123, 555, 0.297446, 630, 0
124, 556, 0.304691, 752, 0
125, 556, 0.311996, 788, 0
126, 556, 0.327547, 653, 0
127, 556, 0.305745, 654, 0
128, 557, 0.305836, 655, 0
129, 557, 0.402592, 674, 0
130, 558, 0.331777, 493, 0
131, 559, 0.310192, 695, 0
132, 560, 0.306204, 593, 0
133, 560, 0.307622, 625, 0
134, 560, 0.301928, 619, 0
135, 560, 0.298393, 659, 0
136, 560, 0.300150, 676, 0
137, 560, 0.297026, 653, 0
138, 561, 0.295053, 695, 0
139, 561, 0.306525, 722, 0
140, 561, 0.401762, 652, 0
141, 561, 0.313452, 701, 0
142, 561, 0.303793, 710, 0
143, 561, 0.304700, 644, 0
144, 561, 0.300204, 557, 0
145, 561, 0.305137, 694, 0
146, 562, 0.301257, 615, 0
147, 562, 0.298173, 788, 0
148, 563, 0.298350, 627, 0
149, 563, 0.298201, 662, 0
150, 563, 0.310253, 859, 0
151, 563, 0.322017, 697, 0
152, 563, 0.314535, 685, 0
153, 564, 0.333513, 742, 0
154, 564, 0.298701, 765, 0
155, 565, 0.300418, 681, 0
156, 565, 0.303451, 608, 0
157, 565, 0.326884, 556, 0
158, 566, 0.299800, 530, 0
159, 567, 0.336509, 737, 0
160, 568, 0.301709, 586, 0
161, 568, 0.305212, 536, 0
162, 568, 0.304702, 617, 0
163, 568, 0.302800, 649, 0
164, 568, 0.330087, 677, 0
165, 568, 0.320622, 638, 0
166, 568, 0.329315, 661, 0
167, 569, 0.331125, 624, 0
168, 569, 0.325359, 500, 0
169, 570, 0.299575, 641, 0
170, 571, 0.318152, 672, 0
171, 572, 0.327261, 575, 0
172, 572, 0.335109, 644, 0
173, 572, 0.327372, 657, 0
174, 573, 0.322083, 779, 0
175, 573, 0.300824, 752, 0
176, 573, 0.330852, 671, 0
177, 573, 0.368925, 683, 0
178, 574, 0.318651, 602, 0
179, 575, 0.315578, 621, 0
180, 575, 0.320221, 649, 0
181, 575, 0.338524, 617, 0
182, 575, 0.324365, 784, 0
183, 575, 0.301040, 767, 0
184, 576, 0.330968, 619, 0
185, 577, 0.330581, 640, 0
186, 578, 0.332260, 758, 0
187, 579, 0.332299, 754, 0
188, 580, 0.333928, 703, 0
189, 581, 0.328981, 810, 0
190, 581, 0.309391, 760, 0
191, 582, 0.306483, 793, 0
192, 583, 0.303276, 949, 0
193, 584, 0.328075, 980, 0
194, 584, 0.300963, 916, 0
195, 585, 0.326824, 964, 0
196, 585, 0.307529, 971, 0
197, 585, 0.323833, 918, 0
198, 586, 0.329145, 876, 0
