Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 30.831558, 383, 0
1, 501, 28.692239, 470, 0
2, 502, 26.264834, 349, 0
3, 503, 23.264876, 299, 0
4, 504, 21.045724, 280, 0
5, 504, 21.117444, 340, 0
6, 504, 21.544620, 314, 0
7, 504, 20.961003, 255, 0
8, 504, 21.263064, 301, 0
9, 505, 21.184956, 259, 0
10, 505, 21.503702, 292, 0
11, 506, 20.757549, 281, 0
12, 507, 21.652332, 278, 0
13, 507, 20.837866, 274, 0
14, 508, 21.649976, 279, 0
15, 508, 20.633680, 324, 0
16, 509, 21.478618, 283, 0
17, 510, 20.843201, 276, 0
18, 511, 21.174676, 289, 0
19, 511, 21.134497, 274, 0
20, 512, 20.747138, 357, 0
21, 512, 21.039985, 289, 0
22, 513, 20.862993, 285, 0
23, 513, 20.593012, 324, 0
24, 513, 20.714125, 302, 0
25, 513, 20.743846, 350, 0
26, 513, 20.465499, 309, 0
27, 513, 20.961430, 280, 0
28, 513, 20.616945, 324, 0
29, 513, 20.663536, 327, 0
30, 514, 20.230368, 318, 0
31, 514, 20.763605, 338, 0
32, 514, 20.577085, 311, 0
33, 515, 20.436204, 289, 0
34, 515, 21.281397, 371, 0
35, 516, 21.295607, 295, 0
36, 516, 20.487476, 314, 0
37, 517, 20.666541, 345, 0
38, 517, 20.452839, 314, 0
39, 517, 20.358388, 395, 0
40, 517, 20.498822, 337, 0
41, 517, 20.897571, 318, 0
42, 518, 20.608882, 347, 0
43, 519, 19.969820, 412, 0
44, 519, 20.198377, 385, 0
45, 520, 19.267567, 373, 0
46, 521, 16.262240, 456, 0
47, 521, 14.039655, 396, 0
48, 521, 13.758620, 399, 0
49, 522, 14.166271, 422, 0
50, 523, 14.415993, 453, 0
51, 524, 13.540570, 419, 0
52, 525, 14.654795, 408, 0
53, 526, 13.911430, 468, 0
54, 526, 14.345443, 393, 0
55, 527, 14.614232, 428, 0
56, 528, 14.340609, 378, 0
57, 529, 13.954667, 495, 0
58, 529, 14.044519, 419, 0
59, 530, 14.341103, 453, 0
60, 530, 14.194510, 475, 0
61, 530, 13.823834, 416, 0
62, 530, 13.396498, 415, 0
63, 531, 13.686307, 453, 0
64, 531, 13.460430, 464, 0
65, 531, 14.674720, 447, 0
66, 532, 13.645167, 432, 0
67, 533, 13.592661, 495, 0
68, 534, 14.086160, 505, 0
69, 535, 14.100383, 478, 0
70, 535, 13.675745, 478, 0
71, 535, 13.331486, 482, 0
72, 535, 13.612605, 501, 0
73, 536, 13.778673, 469, 0
74, 537, 14.114784, 495, 0
75, 537, 13.906804, 481, 0
76, 537, 13.688636, 463, 0
77, 537, 14.553253, 468, 0
78, 538, 14.227295, 495, 0
79, 539, 13.764928, 460, 0
80, 539, 13.485053, 477, 0
81, 539, 13.998759, 453, 0
82, 540, 14.036389, 482, 0
83, 540, 13.145402, 484, 0
84, 541, 13.548097, 491, 0
85, 542, 14.288336, 441, 0
86, 542, 14.468652, 463, 0
87, 543, 14.332524, 481, 0
88, 543, 13.701920, 476, 0
89, 543, 14.256013, 479, 0
90, 544, 13.998089, 482, 0
91, 545, 13.998549, 468, 0
92, 545, 13.855651, 488, 0
93, 545, 14.075139, 465, 0
94, 546, 13.450680, 502, 0
95, 546, 14.295290, 512, 0
96, 547, 13.767866, 480, 0
97, 548, 13.668291, 488, 0
98, 548, 14.617837, 480, 0
99, 549, 13.588475, 500, 0
100, 549, 13.831675, 470, 0
101, 549, 14.078820, 510, 0
102, 550, 13.272331, 512, 0
103, 550, 13.435005, 510, 0
104, 550, 13.905294, 481, 0
105, 550, 13.728217, 504, 0
106, 551, 12.965666, 505, 0
107, 551, 13.974045, 536, 0
108, 552, 13.709394, 517, 0
109, 552, 13.235870, 507, 0
110, 552, 13.301175, 512, 0
111, 552, 13.735472, 513, 0
112, 552, 13.771057, 484, 0
113, 553, 13.594109, 511, 0
114, 554, 14.449877, 492, 0
115, 555, 13.901776, 507, 0
116, 555, 13.509356, 500, 0
117, 555, 14.097234, 519, 0
118, 555, 13.366646, 491, 0
119, 556, 13.848820, 534, 0
120, 557, 13.724186, 493, 0
121, 557, 14.249255, 501, 0
122, 557, 13.657529, 507, 0
123, 557, 13.548287, 489, 0
124, 557, 13.907014, 513, 0
125, 557, 13.738145, 489, 0
126, 558, 13.720727, 521, 0
127, 558, 13.978765, 509, 0
128, 558, 13.678834, 518, 0
129, 559, 13.935189, 519, 0
130, 559, 13.611281, 500, 0
131, 560, 14.025440, 514, 0
132, 561, 14.560727, 545, 0
133, 562, 13.407012, 519, 0
134, 562, 13.370169, 539, 0
135, 563, 13.708837, 504, 0
136, 563, 13.885049, 572, 0
137, 563, 13.293703, 529, 0
138, 563, 13.096043, 560, 0
139, 564, 13.827200, 557, 0
140, 565, 13.580025, 555, 0
141, 566, 13.753777, 503, 0
142, 567, 13.407788, 517, 0
143, 568, 14.194181, 553, 0
144, 568, 13.741499, 571, 0
145, 568, 13.627661, 547, 0
146, 568, 13.866869, 585, 0
147, 568, 13.558897, 531, 0
148, 569, 13.438266, 544, 0
149, 570, 13.144070, 510, 0
150, 570, 13.297011, 534, 0
151, 571, 13.810220, 541, 0
152, 571, 13.130100, 537, 0
153, 571, 13.465271, 552, 0
154, 571, 14.273139, 565, 0
155, 572, 13.497664, 577, 0
156, 573, 13.355976, 569, 0
157, 574, 13.082269, 547, 0
158, 574, 13.499113, 510, 0
159, 574, 13.367651, 526, 0
160, 574, 13.302117, 558, 0
161, 575, 13.653274, 526, 0
162, 576, 13.281692, 577, 0
163, 576, 13.143192, 563, 0
164, 576, 13.420819, 552, 0
165, 576, 12.798431, 542, 0
166, 577, 13.198522, 562, 0
167, 578, 13.424166, 549, 0
168, 579, 13.606284, 552, 0
169, 580, 13.273262, 537, 0
170, 580, 13.134636, 559, 0
171, 580, 13.387915, 540, 0
172, 580, 13.153678, 556, 0
173, 581, 13.558271, 565, 0
174, 581, 13.716558, 553, 0
175, 581, 13.735542, 565, 0
176, 582, 12.849265, 565, 0
177, 583, 13.742448, 537, 0
178, 583, 13.599160, 564, 0
179, 583, 13.407588, 540, 0
180, 583, 13.603022, 559, 0
181, 583, 13.796231, 554, 0
182, 584, 13.014164, 581, 0
183, 584, 14.300829, 542, 0
184, 584, 12.977235, 564, 0
185, 585, 13.661955, 531, 0
186, 586, 13.100321, 558, 0
187, 586, 13.168522, 555, 0
188, 586, 13.513468, 582, 0
189, 587, 13.972071, 572, 0
190, 588, 13.801744, 618, 0
191, 588, 12.813355, 560, 0
192, 588, 12.831267, 559, 0
193, 588, 12.960821, 595, 0
194, 588, 13.457799, 555, 0
195, 589, 12.734053, 545, 0
196, 590, 13.286477, 555, 0
197, 591, 12.752155, 553, 0
198, 592, 12.857119, 581, 0
199, 592, 13.310860, 553, 0
200, 593, 13.285051, 585, 0
201, 593, 13.422858, 547, 0
202, 593, 13.012447, 565, 0
203, 594, 13.565093, 566, 0
204, 594, 12.742287, 570, 0
205, 594, 13.385606, 603, 0
206, 594, 12.677290, 592, 0
207, 595, 14.100989, 590, 0
208, 595, 13.214870, 551, 0
209, 595, 13.736807, 541, 0
210, 595, 13.254623, 535, 0
211, 596, 13.263608, 597, 0
212, 597, 13.117494, 566, 0
213, 597, 13.563073, 553, 0
214, 597, 13.328503, 559, 0
215, 598, 13.828171, 568, 0
216, 599, 13.267634, 543, 0
217, 600, 13.146116, 532, 0
218, 601, 13.277022, 564, 0
219, 602, 13.390424, 596, 0
220, 602, 13.214468, 556, 0
221, 602, 13.246080, 588, 0
222, 602, 13.415007, 568, 0
223, 602, 13.504283, 537, 0
224, 602, 12.944426, 540, 0
225, 603, 13.626575, 568, 0
226, 603, 13.480752, 575, 0
227, 604, 13.107325, 572, 0
228, 604, 13.531713, 571, 0
229, 605, 13.364577, 577, 0
230, 605, 12.997282, 584, 0
231, 605, 12.880924, 597, 0
232, 605, 13.433005, 585, 0
233, 606, 13.512088, 612, 0
234, 607, 13.463946, 600, 0
235, 608, 13.249632, 577, 0
236, 609, 12.833443, 586, 0
237, 609, 13.027879, 607, 0
238, 609, 13.712368, 584, 0
239, 610, 13.733779, 580, 0
240, 610, 13.894080, 584, 0
241, 611, 13.438459, 566, 0
242, 612, 12.911178, 587, 0
243, 612, 13.332547, 597, 0
244, 612, 13.018657, 622, 0
245, 613, 13.214934, 588, 0
246, 613, 12.849295, 556, 0
247, 613, 12.737143, 598, 0
248, 614, 13.092376, 576, 0
249, 615, 13.909714, 610, 0
250, 615, 13.470877, 591, 0
251, 615, 13.401344, 572, 0
252, 616, 12.942587, 599, 0
253, 617, 12.967341, 623, 0
254, 618, 13.150038, 611, 0
255, 619, 13.312123, 583, 0
256, 619, 12.782134, 566, 0
257, 620, 13.077426, 600, 0
258, 621, 13.253031, 610, 0
259, 621, 12.862430, 625, 0
260, 622, 13.464195, 623, 0
261, 623, 13.913084, 563, 0
262, 624, 13.330792, 579, 0
263, 624, 13.054482, 601, 0
264, 624, 13.017980, 601, 0
265, 624, 13.824240, 565, 0
266, 625, 13.466520, 561, 0
267, 626, 13.389314, 603, 0
268, 626, 13.369558, 604, 0
269, 627, 12.879730, 612, 0
270, 627, 13.597508, 603, 0
271, 627, 12.535675, 605, 0
272, 628, 12.913073, 609, 0
273, 629, 12.805975, 596, 0
274, 629, 12.620987, 600, 0
275, 630, 12.873634, 593, 0
276, 631, 13.313228, 583, 0
277, 632, 13.558410, 570, 0
278, 632, 13.785564, 571, 0
279, 632, 13.223739, 607, 0
280, 632, 13.362906, 565, 0
281, 633, 13.406647, 616, 0
282, 633, 13.354632, 551, 0
283, 634, 13.405428, 575, 0
284, 634, 13.134018, 589, 0
285, 634, 13.527911, 661, 0
286, 634, 13.669037, 727, 0
287, 634, 13.641420, 619, 0
288, 635, 13.369711, 596, 0
289, 636, 13.234666, 571, 0
290, 636, 13.262981, 578, 0
291, 636, 13.361654, 594, 0
292, 636, 13.326768, 592, 0
293, 637, 13.541814, 612, 0
294, 638, 12.899078, 595, 0
295, 639, 13.291450, 602, 0
296, 639, 13.072335, 593, 0
