Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 24.012346, 489, 0
1, 500, 24.033837, 383, 0
2, 501, 24.065091, 394, 0
3, 501, 23.998063, 330, 0
4, 501, 24.048664, 298, 0
5, 501, 24.039093, 447, 0
6, 502, 24.003515, 378, 0
7, 502, 23.959715, 296, 0
8, 502, 23.921809, 349, 0
9, 503, 23.984911, 372, 0
10, 504, 24.161323, 290, 0
11, 505, 24.014645, 308, 0
12, 505, 23.984934, 460, 0
13, 506, 23.920859, 280, 0
14, 507, 23.996120, 349, 0
15, 507, 23.978298, 351, 0
16, 507, 23.966009, 302, 0
17, 507, 23.900466, 322, 0
18, 508, 23.951463, 376, 0
19, 508, 24.006934, 338, 0
20, 509, 24.017631, 293, 0
21, 510, 23.873117, 320, 0
22, 511, 23.853772, 305, 0
23, 512, 23.865278, 358, 0
24, 512, 23.763114, 317, 0
25, 512, 23.748049, 299, 0
26, 512, 23.792050, 303, 0
27, 513, 23.811160, 325, 0
28, 514, 23.769181, 261, 0
29, 515, 23.858110, 288, 0
30, 516, 23.898740, 279, 0
31, 517, 23.789447, 264, 0
32, 517, 23.817758, 352, 0
33, 518, 23.814185, 320, 0
34, 518, 23.877965, 302, 0
35, 518, 23.912004, 275, 0
36, 519, 23.837167, 299, 0
37, 520, 23.949856, 297, 0
38, 521, 23.948625, 284, 0
39, 522, 24.019377, 301, 0
40, 522, 24.008111, 236, 0
41, 522, 23.871620, 271, 0
42, 523, 23.966856, 222, 0
43, 524, 23.984108, 252, 0
44, 525, 23.999575, 238, 0
45, 525, 24.017385, 278, 0
46, 525, 23.893430, 202, 0
47, 526, 23.957737, 223, 0
48, 527, 23.877679, 250, 0
49, 527, 23.922638, 206, 0
50, 527, 23.939293, 249, 0
51, 527, 23.946966, 217, 0
52, 527, 24.018032, 205, 0
53, 527, 23.915216, 202, 0
54, 528, 23.882194, 240, 0
55, 529, 23.814658, 222, 0
56, 529, 23.919502, 199, 0
57, 529, 23.908040, 234, 0
58, 530, 23.775500, 190, 0
59, 531, 23.829993, 283, 0
60, 532, 23.970332, 235, 0
61, 532, 24.064219, 209, 0
62, 533, 23.918842, 189, 0
63, 533, 23.916533, 199, 0
64, 533, 23.932219, 251, 0
65, 533, 23.980664, 183, 0
66, 533, 23.881538, 213, 0
67, 533, 23.853816, 195, 0
68, 533, 23.962904, 220, 0
69, 533, 23.992540, 267, 0
70, 534, 23.948596, 204, 0
71, 534, 23.843085, 213, 0
72, 535, 23.983657, 196, 0
73, 536, 24.033083, 249, 0
74, 537, 24.051944, 185, 0
75, 537, 23.963746, 188, 0
76, 538, 24.065742, 216, 0
77, 539, 23.979306, 241, 0
78, 540, 23.859931, 202, 0
79, 540, 23.874265, 295, 0
80, 541, 23.823905, 184, 0
81, 542, 23.955395, 208, 0
82, 543, 23.955144, 299, 0
83, 544, 23.977770, 227, 0
84, 545, 23.934321, 213, 0
85, 546, 23.974468, 217, 0
86, 546, 23.912821, 213, 0
87, 546, 23.898907, 219, 0
88, 546, 23.973797, 217, 0
89, 546, 23.861500, 238, 0
90, 546, 23.882732, 195, 0
91, 547, 23.800062, 255, 0
92, 548, 23.784589, 365, 0
93, 548, 23.881247, 227, 0
94, 549, 23.905447, 188, 0
95, 550, 23.967445, 209, 0
96, 550, 23.932218, 210, 0
97, 551, 23.978865, 272, 0
98, 551, 23.975133, 254, 0
99, 551, 23.891739, 200, 0
100, 552, 23.896314, 268, 0
101, 552, 23.920856, 220, 0
102, 552, 23.898733, 309, 0
103, 553, 23.904725, 189, 0
104, 554, 23.896152, 215, 0
105, 554, 23.910246, 221, 0
106, 554, 23.976924, 317, 0
107, 554, 23.988020, 206, 0
108, 554, 23.943098, 207, 0
109, 555, 23.918130, 308, 0
110, 555, 23.955810, 182, 0
111, 556, 23.973947, 201, 0
112, 556, 23.960360, 266, 0
113, 557, 23.979079, 235, 0
114, 557, 23.980565, 212, 0
115, 557, 24.000453, 221, 0
116, 558, 23.988790, 271, 0
117, 559, 23.929767, 225, 0
118, 559, 23.973472, 229, 0
119, 560, 23.928809, 318, 0
120, 560, 24.053821, 250, 0
121, 560, 23.975648, 218, 0
122, 561, 23.919808, 227, 0
123, 561, 23.880771, 182, 0
124, 562, 23.830990, 225, 0
125, 562, 23.965659, 257, 0
126, 563, 23.988188, 257, 0
127, 564, 23.913410, 360, 0
128, 564, 23.917645, 209, 0
129, 564, 23.899736, 244, 0
130, 564, 23.897122, 215, 0
131, 565, 23.977763, 225, 0
132, 565, 23.855552, 220, 0
133, 566, 23.870393, 242, 0
134, 566, 23.922218, 277, 0
135, 566, 23.897912, 248, 0
136, 566, 23.978766, 324, 0
137, 566, 24.003431, 294, 0
138, 566, 24.039430, 253, 0
139, 566, 23.931568, 294, 0
140, 567, 23.979612, 202, 0
141, 567, 23.904233, 279, 0
142, 568, 23.947968, , 1
