Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 33.507116, 476, 0
1, 501, 33.477207, 428, 0
2, 502, 33.522936, 449, 0
3, 502, 33.443045, 422, 0
4, 502, 33.443818, 322, 0
5, 502, 33.442344, 460, 0
6, 502, 33.513606, 435, 0
7, 503, 33.536806, 361, 0
8, 504, 33.465603, 351, 0
9, 505, 33.466266, 323, 0
10, 505, 33.496651, 379, 0
11, 506, 33.437841, 446, 0
12, 506, 33.466660, 488, 0
13, 507, 33.459041, 381, 0
14, 507, 33.439479, 338, 0
15, 507, 33.540323, 274, 0
16, 507, 33.427993, 326, 0
17, 507, 33.432910, 379, 0
18, 507, 33.331278, 365, 0
19, 507, 33.342225, 393, 0
20, 507, 33.290952, 484, 0
21, 508, 33.318230, 292, 0
22, 509, 33.339952, 356, 0
23, 510, 33.385759, 355, 0
24, 511, 33.458645, 252, 0
25, 511, 33.328901, 346, 0
26, 512, 33.422034, 251, 0
27, 513, 33.339451, 269, 0
28, 513, 33.384759, 248, 0
29, 514, 33.415298, 258, 0
30, 515, 33.383827, 250, 0
31, 515, 33.340709, 267, 0
32, 515, 33.434862, 296, 0
33, 515, 33.404605, 246, 0
34, 515, 33.433848, 305, 0
35, 515, 33.362908, 238, 0
36, 515, 33.412812, 249, 0
37, 515, 33.313240, 226, 0
38, 515, 33.447488, 279, 0
39, 516, 33.464567, 170, 0
40, 516, 33.436662, 232, 0
41, 516, 33.374921, 313, 0
42, 517, 33.457234, 223, 0
43, 517, 33.433869, 255, 0
44, 518, 33.393008, 314, 0
45, 518, 33.400697, 238, 0
46, 518, 33.359558, 317, 0
47, 518, 33.413614, 191, 0
48, 519, 33.347722, 250, 0
49, 519, 33.370640, 273, 0
50, 519, 33.367013, 302, 0
51, 520, 33.358489, 250, 0
52, 520, 33.281075, 253, 0
53, 521, 33.212699, 321, 0
54, 521, 33.243634, 242, 0
55, 522, 33.376557, 307, 0
56, 523, 33.389539, 195, 0
57, 524, 33.374603, 241, 0
58, 525, 33.317326, 281, 0
59, 525, 33.293202, 280, 0
60, 525, 33.296269, 267, 0
61, 526, 33.265418, 220, 0
62, 527, 33.352763, 274, 0
63, 528, 33.220693, 223, 0
64, 528, 33.242618, 206, 0
65, 528, 33.249754, 233, 0
66, 528, 33.281636, 298, 0
67, 529, 33.181869, 261, 0
68, 530, 33.318143, 241, 0
69, 531, 33.356523, 285, 0
70, 532, 33.334457, 235, 0
71, 532, 33.307751, 288, 0
72, 533, 33.317892, 256, 0
73, 534, 33.324943, 197, 0
74, 534, 33.299129, 270, 0
75, 535, 33.309924, 202, 0
76, 536, 33.352496, 245, 0
77, 537, 33.401481, 249, 0
78, 537, 33.377085, 251, 0
79, 538, 33.395356, 247, 0
80, 539, 33.395214, 181, 0
81, 539, 33.368416, 217, 0
82, 540, 33.272387, 269, 0
83, 540, 33.325574, 199, 0
84, 540, 33.391779, 211, 0
85, 540, 33.309616, 218, 0
86, 540, 33.364482, 285, 0
87, 541, 33.302100, 197, 0
88, 541, 33.277727, 272, 0
89, 542, 33.367336, 266, 0
90, 542, 33.322767, 228, 0
91, 542, 33.367646, 207, 0
92, 542, 33.273529, 250, 0
93, 543, 33.318518, 232, 0
94, 544, 33.313156, 320, 0
95, 544, 33.365970, 225, 0
96, 544, 33.313978, 212, 0
97, 545, 33.317719, 229, 0
98, 545, 33.153448, 264, 0
99, 546, 33.210514, 185, 0
100, 546, 33.298628, 238, 0
101, 547, 33.181463, 330, 0
102, 547, 33.266553, 256, 0
103, 547, 33.289950, 252, 0
104, 548, 33.244123, 228, 0
105, 549, 33.257267, 187, 0
106, 549, 33.251651, 198, 0
107, 550, 33.304389, 342, 0
108, 550, 33.275280, 271, 0
109, 550, 33.330207, 279, 0
110, 550, 33.344482, 244, 0
111, 550, 33.345082, 211, 0
112, 551, 33.293080, 305, 0
113, 552, 33.263636, 184, 0
114, 552, 33.251487, 234, 0
115, 552, 33.369551, 284, 0
116, 552, 33.264280, 243, 0
117, 552, 33.256220, 236, 0
118, 552, 33.231238, 284, 0
119, 552, 33.365527, 276, 0
120, 553, 33.389625, 299, 0
121, 554, 33.347371, 268, 0
122, 554, 33.293063, 249, 0
123, 554, 33.235037, 235, 0
124, 555, 33.288475, 265, 0
125, 555, 33.291296, 213, 0
126, 555, 33.265515, 196, 0
127, 556, 33.224761, 278, 0
128, 556, 33.289361, 229, 0
129, 557, 33.267968, 248, 0
130, 557, 33.367554, 211, 0
131, 558, 33.302025, 326, 0
132, 558, 33.245767, 216, 0
133, 558, 33.241888, 284, 0
134, 558, 33.283178, 219, 0
135, 559, 33.289603, 223, 0
136, 559, 33.296844, 267, 0
137, 559, 33.201761, 245, 0
138, 559, 33.268768, 202, 0
139, 560, 33.194196, 236, 0
140, 560, 33.214680, 268, 0
141, 561, 33.210437, 282, 0
142, 562, 33.276604, 256, 0
143, 562, 33.271798, 237, 0
144, 563, 33.234492, 260, 0
145, 563, 33.330474, 234, 0
146, 564, 33.318601, 324, 0
147, 564, 33.304967, 254, 0
148, 565, 33.282183, 231, 0
149, 565, 33.282403, 220, 0
150, 566, 33.324250, 256, 0
151, 567, 33.292757, 255, 0
152, 567, 33.399150, 260, 0
153, 568, 33.264375, 186, 0
154, 569, 33.266296, 324, 0
155, 569, 33.397259, 328, 0
156, 570, 33.363210, 248, 0
157, 570, 33.257692, 349, 0
158, 570, 33.277835, 204, 0
159, 570, 33.304005, 226, 0
160, 571, 33.340204, 308, 0
161, 571, 33.253467, 246, 0
162, 571, 33.288136, 298, 0
163, 572, 33.390374, 374, 0
164, 572, 33.362263, 212, 0
165, 573, 33.413747, 273, 0
166, 573, 33.291509, 286, 0
167, 574, 33.287639, 214, 0
168, 574, 33.343692, 314, 0
169, 574, 33.234574, 230, 0
170, 575, 33.292112, 285, 0
171, 575, 33.326423, 221, 0
172, 576, 33.307038, 326, 0
173, 577, 33.334703, 241, 0
174, 577, 33.301050, 257, 0
175, 577, 33.217273, 235, 0
176, 577, 33.231396, 246, 0
177, 577, 33.229356, 298, 0
178, 578, 33.237117, 227, 0
179, 579, 33.209839, 275, 0
180, 580, 33.209859, 293, 0
181, 580, 33.229398, 243, 0
182, 580, 33.233207, 266, 0
183, 580, 33.283913, 274, 0
184, 580, 33.335329, 242, 0
185, 580, 33.290897, 262, 0
186, 580, 33.198790, 258, 0
187, 580, 33.322540, 298, 0
188, 580, 33.255167, 230, 0
189, 580, 33.328300, 237, 0
190, 580, 33.348823, 292, 0
191, 580, 33.356632, 196, 0
192, 580, 33.314719, 210, 0
193, 581, 33.273869, 295, 0
194, 582, 33.302329, 194, 0
195, 583, 33.311203, 216, 0
196, 584, 33.317725, 250, 0
197, 584, 33.272430, 291, 0
198, 584, 33.264074, 221, 0
199, 584, 33.253598, 307, 0
200, 585, 33.357676, 213, 0
201, 586, 33.408148, 319, 0
202, 586, 33.310390, 206, 0
203, 586, 33.261900, 256, 0
204, 586, 33.209781, 259, 0
205, 586, 33.218134, 236, 0
206, 586, 33.214898, 242, 0
207, 586, 33.267991, 318, 0
208, 586, 33.268166, 193, 0
209, 586, 33.274612, 215, 0
210, 586, 33.318705, 269, 0
211, 586, 33.337869, 226, 0
212, 586, 33.345200, 250, 0
213, 586, 33.348543, 286, 0
214, 586, 33.410760, 238, 0
215, 586, 33.374155, 249, 0
216, 586, 33.355328, 286, 0
217, 586, 33.405245, 295, 0
218, 586, 33.353286, 282, 0
219, 586, 33.363058, 272, 0
220, 586, 33.428507, 249, 0
221, 586, 33.316282, 291, 0
222, 586, 33.343504, 217, 0
223, 586, 33.419116, 249, 0
224, 587, 33.371196, 290, 0
225, 588, 33.372343, 254, 0
226, 588, 33.329080, 254, 0
227, 588, 33.331961, 263, 0
228, 588, 33.326834, 291, 0
229, 589, 33.328461, 221, 0
230, 590, 33.375882, 247, 0
231, 590, 33.381348, 310, 0
232, 591, 33.342031, 251, 0
233, 591, 33.351584, 357, 0
234, 592, 33.305683, 232, 0
235, 592, 33.310456, 207, 0
236, 593, 33.289391, 277, 0
237, 594, 33.290502, 231, 0
238, 594, 33.341069, 244, 0
239, 594, 33.370680, 282, 0
240, 594, 33.305829, 210, 0
241, 594, 33.321911, 251, 0
242, 594, 33.192271, 340, 0
243, 594, 33.216358, 273, 0
244, 594, 33.226823, 228, 0
245, 595, 33.275228, 296, 0
246, 596, 33.291303, 311, 0
247, 596, 33.305769, 225, 0
248, 596, 33.321729, 334, 0
249, 596, 33.364178, 217, 0
250, 597, 33.368051, 239, 0
251, 598, 33.358548, 337, 0
252, 598, 33.429187, 242, 0
253, 598, 33.374047, 336, 0
254, 599, 33.263212, 274, 0
255, 600, 33.365304, 217, 0
256, 600, 33.358779, 285, 0
257, 600, 33.299000, 245, 0
258, 600, 33.286767, 266, 0
259, 601, 33.303648, 261, 0
260, 602, 33.214806, 220, 0
261, 603, 33.271612, 237, 0
262, 604, 33.266156, 270, 0
