Generation, Population Size, Average Generation Fitness, Generation Time (ms), Solution Found
0, 500, 0.361669, 406, 0
1, 500, 0.579567, 441, 0
2, 500, 0.572572, 458, 0
3, 501, 0.560082, 338, 0
4, 501, 0.528495, 300, 0
5, 502, 0.510466, 229, 0
6, 502, 0.444639, 203, 0
7, 503, 0.398993, 252, 0
8, 504, 0.384476, 236, 0
9, 505, 0.374091, 223, 0
10, 505, 0.364644, 233, 0
11, 506, 0.354327, 201, 0
12, 507, 0.329398, 226, 0
13, 508, 0.355934, 266, 0
14, 508, 0.336788, 223, 0
15, 508, 0.364219, 249, 0
16, 508, 0.344386, 219, 0
17, 509, 0.335893, 259, 0
18, 509, 0.380593, 305, 0
19, 509, 0.400636, 242, 0
20, 509, 0.384251, 263, 0
21, 510, 0.448715, 236, 0
22, 511, 0.427993, 228, 0
23, 511, 0.349471, 246, 0
24, 511, 0.327958, 215, 0
25, 512, 0.307943, , 1
